x, y, z
36.206, 11.605, 15.277
27.924, 20.387, 3.856
33.877, 16.889, 3.380
22.856, 33.721, 15.226
31.398, 3.392, 15.009
38.856, 22.090, 3.659
1.601, 25.123, 3.497
3.791, 0.588, 3.442
13.230, 34.387, 15.022
10.686, 31.851, 3.520
29.943, 28.175, 15.353
19.949, 36.780, 4.283
38.017, 0.255, 14.885
10.382, 8.251, 14.842
39.950, 21.932, 14.254
13.954, 13.927, 3.645
4.407, 28.811, 3.327
18.869, 34.077, 15.110
1.058, 9.650, 3.291
24.370, 26.204, 3.877
11.787, 14.880, 15.367
36.969, 25.107, 15.161
4.531, 11.281, 15.059
0.358, 2.284, 3.162
8.554, 39.824, 15.313
17.452, 4.078, 3.162
22.119, 37.250, 15.220
13.843, 33.200, 3.587
18.820, 7.672, 3.510
37.105, 3.930, 3.659
3.603, 4.292, 3.581
28.985, 35.469, 3.536
28.980, 14.716, 14.927
26.192, 22.056, 15.212
15.555, 15.795, 15.181
26.272, 30.355, 15.128
26.093, 33.345, 3.314
22.379, 11.775, 15.156
12.001, 19.496, 3.224
7.141, 22.329, 15.071
19.932, 1.577, 14.782
23.216, 24.003, 15.073
9.830, 12.144, 3.615
14.253, 23.751, 15.262
27.138, 11.484, 15.176
12.364, 28.707, 3.444
21.971, 39.388, 3.328
1.021, 29.937, 3.358
36.638, 29.204, 14.816
38.590, 7.614, 15.258
32.976, 29.874, 3.475
1.738, 17.608, 15.152
19.393, 5.820, 15.112
13.003, 39.382, 3.249
8.781, 4.170, 15.021
3.634, 27.812, 14.824
33.043, 30.246, 14.984
28.016, 4.573, 3.353
22.680, 6.448, 3.530
2.954, 7.912, 15.186
35.675, 33.358, 14.755
19.038, 30.150, 15.203
14.669, 21.861, 3.617
3.954, 12.322, 3.206
28.902, 24.559, 14.942
6.960, 7.753, 15.116
37.272, 0.232, 3.266
16.582, 20.441, 15.062
12.529, 27.226, 14.824
33.929, 8.805, 14.753
3.054, 35.100, 15.161
37.103, 8.183, 3.564
7.262, 5.779, 3.423
25.420, 37.161, 3.381
27.345, 15.233, 3.329
7.437, 9.451, 3.288
35.262, 20.580, 3.367
4.013, 7.895, 3.340
30.114, 36.779, 15.258
28.977, 6.363, 15.250
11.792, 25.064, 3.349
22.169, 34.013, 3.386
1.734, 39.450, 15.308
15.800, 28.920, 3.304
38.507, 27.661, 3.424
39.485, 34.235, 3.175
15.168, 17.551, 3.265
30.302, 9.909, 14.984
16.061, 8.229, 15.159
18.274, 23.104, 3.317
36.036, 36.764, 14.719
32.366, 33.904, 15.240
15.866, 4.496, 15.027
30.643, 14.478, 3.366
18.088, 23.799, 15.025
15.527, 12.031, 15.219
3.275, 36.719, 3.881
9.341, 39.160, 3.824
16.118, 36.550, 3.364
4.143, 17.258, 3.309
36.477, 31.375, 3.472
5.319, 20.850, 3.474
1.737, 20.559, 3.476
29.094, 28.170, 3.221
34.347, 18.776, 15.047
6.925, 14.576, 3.613
