x, y, z
40.851, 28.108, 3.218
26.832, 45.627, 46.267
3.215, 15.378, 46.700
40.788, 6.730, 3.679
5.007, 38.294, 46.707
5.486, 32.043, 46.326
32.307, 14.158, 3.362
12.158, 44.616, 3.385
26.215, 32.488, 46.519
40.536, 27.681, 46.580
30.453, 7.318, 46.671
17.592, 43.215, 46.633
42.310, 3.547, 3.727
14.806, 12.477, 46.543
0.935, 13.732, 5.265
7.267, 43.768, 3.380
44.633, 37.337, 3.147
7.347, 14.753, 3.598
22.543, 39.129, 46.419
24.293, 36.154, 3.312
7.705, 28.865, 3.311
2.483, 5.496, 3.366
43.749, 9.925, 3.316
44.307, 33.226, 4.588
4.552, 8.992, 3.797
21.445, 14.828, 3.777
20.004, 4.485, 46.378
47.464, 37.106, 46.737
41.080, 20.308, 3.507
0.510, 2.734, 3.359
9.483, 7.309, 3.445
29.208, 12.111, 3.481
14.032, 16.654, 46.410
44.006, 18.381, 3.028
32.134, 17.076, 46.206
34.781, 16.823, 3.493
24.986, 17.619, 46.748
4.032, 23.646, 4.064
40.790, 16.600, 3.210
23.450, 45.471, 46.788
16.639, 49.193, 3.146
3.133, 41.567, 46.852
47.411, 39.796, 3.302
12.865, 47.952, 3.656
11.384, 30.219, 3.633
44.215, 29.707, 3.432
20.177, 11.561, 46.596
45.039, 43.455, 46.677
32.844, 10.844, 46.861
20.791, 30.123, 3.470
6.677, 8.998, 46.411
37.842, 13.722, 46.594
25.260, 49.201, 3.345
20.866, 42.747, 45.974
1.902, 31.412, 46.583
9.416, 48.025, 46.425
16.083, 6.143, 46.337
21.993, 42.859, 3.556
12.650, 20.446, 46.499
34.267, 24.403, 3.331
13.020, 46.550, 46.881
18.839, 8.818, 3.389
23.445, 45.882, 3.897
14.514, 42.167, 3.399
47.122, 16.348, 3.332
5.999, 5.663, 3.409
47.651, 40.684, 46.505
31.130, 37.475, 3.518
35.865, 38.647, 3.326
40.933, 31.963, 3.395
6.688, 0.435, 46.207
37.497, 42.287, 3.402
31.494, 18.416, 3.201
6.979, 17.182, 46.476
12.756, 9.660, 46.843
39.409, 9.776, 3.351
44.692, 26.181, 3.356
4.577, 39.276, 3.457
18.944, 39.888, 46.540
0.086, 33.522, 3.181
31.104, 26.379, 3.462
36.599, 17.230, 46.472
34.807, 40.168, 46.414
25.725, 6.044, 3.201
22.644, 28.039, 46.446
23.916, 49.364, 46.628
3.576, 2.919, 46.609
12.900, 5.293, 3.221
44.524, 18.450, 46.494
24.163, 39.592, 3.371
46.470, 11.756, 46.658
9.862, 1.997, 46.597
9.602, 44.145, 45.487
41.315, 35.795, 3.091
30.649, 13.537, 46.529
15.144, 12.300, 3.296
12.249, 34.398, 3.361
3.883, 23.857, 46.656
27.082, 42.846, 3.256
4.253, 11.269, 46.687
33.952, 36.720, 46.715
26.893, 21.344, 46.531
6.864, 4.342, 46.739
11.075, 23.742, 46.357
38.067, 41.550, 46.591
33.119, 33.472, 46.371
41.097, 11.617, 46.576
34.682, 27.890, 3.734
13.066, 37.189, 46.556
46.493, 32.687, 46.042
35.547, 11.591, 3.444
14.882, 2.579, 3.521
32.497, 9.686, 3.448
5.447, 35.409, 3.345
27.600, 35.138, 3.548
4.338, 31.729, 3.384
2.443, 27.536, 46.752
15.327, 39.766, 46.270
12.199, 9.672, 3.210
37.407, 37.994, 46.874
34.257, 7.356, 46.506
1.392, 40.781, 3.419
48.517, 43.236, 3.372
44.826, 42.863, 3.187
30.879, 43.700, 3.440
17.941, 43.093, 3.343
22.235, 14.631, 46.554
16.793, 39.099, 3.525
23.298, 6.117, 46.723
24.057, 24.165, 46.708
16.140, 30.561, 46.621
38.020, 34.093, 3.292
1.378, 9.293, 46.585
47.216, 25.632, 46.271
9.478, 27.044, 46.278
22.615, 31.801, 46.661
1.191, 26.157, 3.413
36.059, 44.856, 46.512
30.721, 22.269, 3.383
0.833, 46.093, 3.717
16.799, 24.695, 3.383
43.246, 0.187, 46.414
47.531, 21.262, 46.677
30.053, 46.774, 46.820
49.849, 17.775, 46.841
34.439, 13.995, 46.328
46.401, 47.007, 46.645
8.730, 32.473, 3.483
18.668, 12.577, 3.691
39.685, 47.673, 46.585
16.909, 20.450, 3.356
7.020, 21.813, 3.344
0.386, 24.569, 46.643
40.573, 7.826, 46.406
38.663, 3.594, 3.496
35.298, 47.438, 3.648
34.359, 44.047, 3.678
46.132, 46.946, 3.315
31.268, 47.595, 3.542
10.390, 17.079, 46.683
45.181, 6.574, 3.297
41.208, 19.738, 45.735
44.001, 35.728, 46.381
20.571, 24.993, 46.798
32.530, 23.196, 46.658
22.719, 20.751, 46.473
5.737, 28.269, 46.520
41.116, 49.938, 3.282
42.874, 3.950, 46.543
23.556, 32.707, 3.368
47.685, 31.170, 3.809
0.076, 2.032, 46.739
46.516, 15.435, 46.608
17.877, 22.433, 46.652
17.176, 9.558, 46.895
5.371, 20.370, 46.548
17.435, 5.374, 3.507
44.267, 22.511, 45.818
34.833, 31.746, 3.629
10.258, 6.640, 46.559
26.999, 23.334, 3.485
44.140, 8.365, 46.239
20.302, 0.140, 46.714
11.505, 41.141, 46.608
14.235, 43.538, 46.419
47.630, 20.454, 3.323
25.023, 42.254, 46.328
48.588, 44.296, 46.440
49.108, 6.356, 3.451
7.252, 18.261, 3.598
0.665, 21.929, 3.164
18.375, 32.646, 3.515
26.570, 7.126, 46.471
9.448, 30.948, 45.953
33.713, 26.380, 46.562
19.980, 46.097, 46.534
3.866, 6.585, 46.434
43.579, 25.988, 46.859
20.781, 17.824, 46.657
4.551, 2.262, 3.311
44.313, 39.452, 46.559
48.928, 28.889, 46.540
0.543, 5.443, 46.613
49.946, 13.354, 46.393
36.260, 24.178, 46.160
20.158, 26.243, 3.505
33.715, 0.547, 3.329
39.080, 1.873, 46.168
1.220, 38.618, 46.592
48.637, 49.370, 3.361
14.056, 22.370, 3.405
37.682, 25.887, 3.387
28.689, 24.235, 46.743
5.894, 45.480, 46.625
14.115, 18.571, 3.278
46.899, 3.064, 3.501
22.640, 3.355, 3.972
10.631, 13.035, 3.304
27.113, 31.112, 3.379
6.698, 13.646, 46.641
19.595, 46.274, 3.431
13.207, 3.689, 46.665
12.675, 30.952, 46.760
40.900, 23.850, 3.265
24.188, 28.676, 3.914
4.473, 27.970, 3.148
47.914, 8.024, 46.450
41.092, 43.011, 3.322
42.390, 46.877, 3.272
36.957, 34.088, 46.468
37.604, 22.320, 3.653
14.671, 31.705, 3.742
20.611, 39.236, 3.515
31.986, 4.581, 45.418
1.673, 20.807, 46.353
9.071, 36.458, 3.214
7.808, 10.578, 3.490
28.584, 42.554, 46.486
13.062, 15.220, 4.043
14.547, 23.495, 46.346
28.236, 49.665, 46.201
38.070, 30.089, 3.397
32.165, 6.411, 3.393
1.028, 10.763, 3.421
7.675, 41.314, 46.671
46.965, 35.119, 3.256
0.468, 18.218, 3.473
30.136, 27.592, 46.301
7.990, 0.240, 3.406
11.473, 0.982, 3.810
3.736, 16.511, 3.401
26.984, 39.059, 46.653
11.221, 41.145, 3.018
40.777, 38.227, 46.646
40.453, 34.673, 46.290
10.887, 20.517, 3.250
39.057, 46.629, 3.925
47.433, 9.398, 3.315
14.242, 27.938, 3.242
35.882, 8.166, 3.226
17.184, 18.830, 46.576
19.426, 2.210, 3.268
30.000, 35.035, 46.727
30.403, 20.579, 46.428
3.609, 43.605, 3.300
24.339, 10.054, 46.559
27.550, 39.091, 3.497
29.775, 0.947, 3.520
6.774, 35.318, 45.572
43.202, 14.303, 46.871
14.435, 33.850, 46.792
17.639, 14.793, 46.837
23.620, 21.283, 3.234
26.080, 13.613, 46.816
16.284, 48.152, 46.348
31.332, 39.910, 46.841
27.186, 46.373, 3.521
48.320, 12.788, 3.081
3.963, 20.012, 3.684
42.991, 32.286, 46.571
46.962, 0.622, 46.600
9.360, 37.932, 46.597
17.381, 29.185, 3.446
22.279, 6.911, 3.312
13.427, 37.967, 3.200
39.270, 31.020, 46.667
28.415, 10.117, 46.201
44.898, 13.349, 3.163
28.504, 16.782, 46.698
25.463, 13.639, 3.404
44.690, 49.984, 3.281
24.739, 17.404, 3.357
0.763, 37.006, 3.442
27.461, 27.538, 3.439
24.786, 35.854, 46.720
31.231, 33.844, 3.675
37.494, 18.775, 3.224
42.080, 41.735, 46.537
36.662, 49.353, 46.800
28.877, 3.821, 46.566
34.152, 35.543, 3.438
33.765, 47.497, 46.437
17.385, 26.344, 46.584
7.274, 25.447, 3.491
44.533, 22.140, 3.273
31.111, 29.959, 3.209
25.418, 2.544, 46.485
34.268, 19.904, 46.656
21.216, 35.856, 46.741
5.120, 46.771, 3.292
48.031, 27.697, 3.604
8.019, 39.840, 3.648
7.123, 24.563, 46.585
31.552, 0.993, 46.371
42.803, 46.021, 46.710
15.347, 8.293, 3.296
12.929, 0.278, 46.643
18.533, 32.961, 46.620
42.348, 39.663, 3.208
9.510, 46.961, 3.275
40.931, 12.914, 3.500
26.043, 10.023, 3.321
47.885, 24.202, 3.436
1.137, 29.823, 3.401
29.317, 4.514, 3.251
8.741, 20.723, 46.788
36.933, 28.241, 46.790
49.982, 48.035, 46.374
13.714, 26.749, 46.780
11.075, 24.052, 3.694
39.909, 16.521, 46.643
37.877, 14.448, 3.356
10.340, 17.113, 3.268
32.484, 43.572, 46.581
46.757, 4.637, 46.377
19.758, 29.780, 45.831
2.023, 49.473, 3.464
44.879, 29.154, 46.841
16.756, 1.769, 46.655
33.136, 30.150, 46.646
20.212, 18.559, 3.371
37.820, 20.808, 46.478
49.627, 34.560, 46.341
17.254, 16.108, 3.220
27.584, 19.882, 3.297
34.180, 20.409, 3.685
20.024, 22.444, 3.169
3.308, 48.653, 46.483
34.930, 4.066, 3.533
4.775, 12.342, 3.645
26.418, 2.410, 3.325
21.698, 48.913, 3.208
15.742, 46.050, 3.247
2.178, 44.976, 46.091
32.524, 40.621, 3.357
20.497, 35.352, 3.205
37.892, 5.507, 46.514
2.790, 35.105, 46.635
29.616, 31.257, 46.727
37.283, 9.946, 46.441
40.261, 23.680, 46.500
35.137, 3.741, 46.694
10.522, 34.431, 46.734
28.962, 7.903, 3.387
26.579, 27.135, 46.804
20.384, 7.925, 46.648
28.687, 16.135, 3.328
39.840, 44.391, 46.548
22.348, 10.517, 3.442
37.692, 0.100, 3.647
21.486, 10.104, 43.516
9.391, 11.049, 46.486
43.442, 7.412, 6.188
39.036, 17.134, 42.882
22.153, 23.225, 43.807
39.721, 41.665, 43.196
23.841, 25.238, 3.276
24.163, 12.955, 43.733
34.720, 1.432, 44.134
48.236, 23.486, 43.803
29.932, 44.683, 43.989
33.503, 45.388, 42.867
41.593, 45.452, 43.467
17.254, 10.493, 6.322
13.065, 12.088, 7.396
15.931, 14.031, 6.942
35.418, 38.757, 42.279
17.071, 45.432, 43.856
9.375, 3.778, 3.238
20.465, 44.702, 43.075
27.627, 14.080, 6.145
39.747, 18.438, 6.375
25.214, 29.979, 44.357
21.659, 20.028, 6.507
43.166, 16.452, 5.883
19.878, 20.011, 42.913
32.681, 8.347, 42.868
29.796, 20.470, 6.689
28.198, 17.309, 7.347
18.825, 17.630, 6.768
49.167, 46.055, 43.017
10.432, 27.094, 5.459
28.759, 12.583, 43.702
28.026, 40.800, 42.873
11.666, 13.849, 46.580
12.119, 21.937, 43.444
31.221, 12.073, 6.408
18.598, 23.888, 43.156
39.425, 11.494, 43.643
31.573, 2.211, 6.669
19.796, 14.327, 43.574
10.895, 9.045, 6.241
9.736, 19.460, 43.267
14.288, 7.790, 43.594
7.525, 22.196, 43.315
34.778, 15.077, 7.056
7.934, 34.484, 6.370
15.931, 35.491, 3.515
16.276, 33.214, 43.931
17.994, 9.004, 42.850
6.490, 6.090, 42.532
17.679, 28.359, 43.503
14.635, 49.912, 43.525
37.762, 6.263, 5.672
34.226, 9.532, 6.561
15.616, 20.959, 44.007
0.490, 27.767, 43.564
44.990, 40.646, 6.188
25.207, 30.313, 6.997
3.525, 29.969, 43.824
36.556, 2.143, 6.300
49.368, 39.132, 6.290
0.316, 5.483, 6.853
25.694, 34.076, 6.425
15.100, 25.745, 43.365
20.635, 12.837, 7.137
42.962, 20.526, 6.539
6.844, 46.591, 6.700
33.707, 18.337, 6.630
7.705, 32.269, 42.699
38.497, 36.273, 43.468
26.762, 4.123, 43.438
4.169, 33.470, 6.618
12.254, 32.885, 43.672
7.490, 19.826, 6.767
33.893, 48.758, 6.571
10.000, 22.354, 6.777
16.992, 36.658, 46.684
10.548, 29.795, 42.795
28.726, 48.451, 6.082
14.083, 29.257, 44.035
48.910, 9.844, 6.617
31.377, 15.834, 6.366
8.439, 6.007, 6.824
24.729, 11.984, 6.748
10.649, 35.890, 43.320
9.000, 39.263, 42.137
1.963, 0.807, 44.048
9.230, 14.870, 44.306
33.908, 37.859, 6.361
11.543, 45.883, 43.274
5.026, 2.675, 43.506
10.640, 3.532, 43.508
2.679, 45.795, 6.625
2.933, 5.851, 43.203
23.509, 15.785, 6.719
46.812, 6.961, 6.505
20.685, 9.228, 6.262
14.038, 29.467, 7.154
17.305, 26.846, 6.075
47.022, 35.398, 43.563
1.147, 36.679, 43.516
