x, y, z
35.353, 26.088, 3.259
16.118, 11.634, 3.220
24.634, 27.333, 3.303
33.522, 30.369, 46.421
9.575, 28.133, 5.324
48.129, 3.851, 46.707
28.042, 34.421, 46.593
27.820, 42.348, 3.368
33.110, 14.376, 46.697
0.609, 7.606, 46.492
26.256, 41.841, 46.699
26.788, 19.780, 46.271
3.661, 17.128, 46.468
39.938, 46.731, 46.135
14.304, 15.389, 46.642
43.631, 14.691, 46.477
20.432, 19.910, 46.716
35.823, 12.698, 3.494
27.069, 24.832, 3.448
11.705, 35.871, 7.965
24.320, 33.262, 46.754
9.330, 9.752, 3.412
46.591, 43.250, 46.613
23.868, 21.669, 46.476
9.621, 36.912, 46.637
36.187, 21.085, 46.606
28.354, 5.629, 3.397
10.807, 31.294, 3.312
25.541, 21.801, 3.697
35.612, 2.252, 46.801
47.767, 43.460, 3.383
29.477, 22.122, 3.469
47.333, 13.163, 46.548
38.164, 2.426, 3.241
18.664, 1.373, 3.219
43.637, 33.628, 46.483
11.424, 44.359, 3.408
4.167, 13.496, 3.568
41.698, 30.537, 46.249
24.065, 2.498, 46.734
44.182, 27.245, 46.166
21.067, 35.580, 46.674
44.812, 36.158, 3.338
19.827, 46.817, 46.803
16.309, 48.439, 46.601
48.346, 37.158, 5.584
49.941, 45.874, 46.560
40.177, 15.635, 46.792
33.987, 9.420, 46.715
33.376, 15.477, 3.616
3.335, 17.053, 3.344
20.830, 7.628, 46.701
43.176, 44.906, 46.105
20.367, 33.781, 3.249
37.288, 15.938, 3.411
30.438, 16.631, 46.626
21.514, 14.708, 3.475
23.661, 11.988, 3.217
28.958, 48.839, 3.300
20.110, 42.847, 46.534
37.763, 46.247, 3.287
7.269, 15.425, 46.670
20.975, 48.467, 3.700
13.187, 42.976, 46.415
39.421, 25.431, 3.373
41.371, 9.351, 3.341
49.463, 21.871, 46.314
22.387, 1.816, 3.429
49.144, 30.199, 46.609
41.430, 28.703, 3.553
42.644, 48.939, 46.592
49.991, 37.818, 46.340
33.784, 26.672, 46.585
2.901, 4.313, 3.451
40.183, 49.394, 3.319
44.786, 22.194, 4.216
31.233, 5.343, 46.745
22.728, 44.853, 3.126
10.022, 41.256, 3.360
12.526, 3.194, 3.666
45.386, 46.393, 3.151
30.226, 38.254, 3.404
43.151, 6.086, 3.275
24.882, 49.057, 3.189
30.605, 31.460, 3.537
27.266, 6.716, 46.448
16.744, 6.536, 46.574
49.836, 30.393, 3.479
18.071, 8.292, 3.159
10.957, 15.857, 3.371
46.384, 35.560, 46.760
37.014, 24.748, 46.390
0.121, 7.271, 3.295
19.724, 4.165, 46.810
13.118, 38.560, 46.287
42.090, 2.682, 3.485
33.412, 22.615, 3.540
16.014, 27.654, 3.717
13.655, 22.954, 46.500
43.922, 11.074, 46.448
44.858, 9.809, 3.380
49.324, 3.441, 3.446
3.202, 40.000, 46.367
26.864, 27.060, 46.689
3.985, 7.239, 4.500
7.241, 23.060, 3.464
8.348, 12.989, 3.506
10.022, 17.498, 46.682
38.776, 4.201, 46.596
23.866, 5.897, 46.718
22.578, 37.327, 3.603
14.482, 8.310, 4.152
45.387, 1.263, 46.708
33.878, 9.422, 3.543
6.130, 0.609, 3.325
4.036, 28.177, 4.024
18.808, 30.425, 3.371
43.204, 37.556, 46.260
17.542, 14.014, 46.770
24.808, 36.577, 46.779
4.989, 35.785, 3.540
26.668, 3.556, 43.984
0.388, 23.167, 3.449
43.506, 49.397, 3.545
0.232, 42.324, 46.800
28.504, 34.763, 3.414
3.307, 48.266, 46.694
23.862, 17.487, 46.685
17.936, 10.358, 46.652
7.182, 30.347, 3.447
26.875, 46.203, 3.093
20.874, 40.613, 3.621
38.804, 18.944, 46.701
14.299, 24.380, 3.352
30.390, 45.271, 3.670
45.308, 30.748, 46.707
19.339, 18.106, 3.457
16.216, 37.116, 46.768
3.675, 1.697, 46.634
3.592, 39.307, 3.103
12.268, 11.311, 3.427
18.430, 24.179, 3.665
10.180, 2.253, 46.889
22.875, 17.834, 3.271
43.176, 25.292, 3.290
33.696, 33.953, 46.746
3.663, 9.587, 46.564
32.242, 5.636, 3.249
3.703, 5.530, 46.317
17.662, 14.780, 3.375
47.439, 9.311, 46.714
46.753, 16.474, 46.635
33.739, 42.361, 46.491
49.170, 33.748, 46.899
0.507, 14.977, 46.642
31.148, 36.398, 46.573
6.458, 27.017, 46.568
10.161, 40.447, 46.191
6.754, 49.757, 46.650
29.577, 15.673, 3.383
6.315, 31.403, 46.149
40.730, 12.145, 46.655
42.769, 19.227, 3.826
7.842, 45.516, 3.373
34.635, 38.803, 3.255
30.452, 44.071, 46.056
34.441, 2.583, 3.594
13.033, 34.423, 3.721
39.964, 22.801, 46.613
44.871, 5.228, 46.388
16.320, 29.364, 46.313
33.340, 28.873, 3.450
39.885, 34.582, 46.633
31.091, 25.060, 3.399
26.157, 37.743, 3.222
22.931, 24.271, 3.209
10.609, 9.956, 46.749
8.988, 2.803, 3.342
28.065, 38.403, 46.752
7.303, 6.874, 3.579
27.044, 16.217, 46.343
10.268, 13.610, 46.816
49.319, 26.292, 46.423
19.854, 39.106, 46.331
6.978, 26.639, 3.389
13.220, 7.863, 46.667
10.004, 44.388, 46.616
29.955, 21.150, 45.938
20.123, 23.558, 46.436
37.832, 28.605, 3.563
16.733, 34.057, 3.522
1.492, 0.752, 3.284
17.293, 25.741, 46.504
29.906, 12.569, 46.593
36.897, 40.458, 46.643
14.468, 31.115, 3.286
35.747, 6.147, 3.371
39.329, 0.669, 46.487
24.189, 5.420, 3.600
2.391, 42.988, 3.281
48.792, 10.391, 3.467
42.992, 32.385, 3.561
20.962, 21.488, 3.345
19.350, 44.226, 3.245
43.506, 22.021, 46.789
36.398, 48.688, 46.548
16.632, 40.557, 46.604
17.298, 21.007, 3.286
2.337, 32.442, 46.691
22.224, 30.347, 3.573
16.411, 4.497, 3.347
16.932, 21.438, 46.639
2.691, 24.457, 46.677
36.640, 12.629, 46.723
33.008, 18.739, 46.331
30.275, 28.740, 46.699
13.669, 26.773, 46.382
0.635, 35.900, 3.341
40.579, 42.641, 3.265
14.045, 11.233, 46.434
36.893, 45.215, 46.351
3.674, 13.199, 46.783
27.388, 18.511, 3.655
35.562, 31.593, 3.096
23.496, 25.209, 46.704
16.528, 33.464, 46.772
6.978, 16.402, 3.382
31.037, 19.080, 3.408
46.597, 39.448, 46.548
40.674, 26.169, 46.443
45.349, 27.798, 3.175
16.965, 47.551, 3.685
42.577, 39.186, 3.370
27.163, 45.459, 46.805
45.416, 16.933, 4.016
29.972, 48.079, 46.797
15.614, 44.279, 3.229
23.111, 44.644, 46.644
2.992, 36.044, 46.657
27.324, 10.294, 46.588
34.077, 44.897, 3.461
16.751, 2.178, 46.459
37.175, 22.421, 3.417
26.908, 23.309, 46.726
23.134, 47.995, 46.742
13.186, 0.661, 46.764
6.443, 19.461, 46.595
33.246, 46.655, 46.508
20.116, 11.293, 3.576
24.471, 34.083, 3.267
26.336, 31.082, 3.359
26.190, 8.672, 3.548
46.653, 5.566, 3.351
40.056, 42.359, 46.613
13.213, 46.552, 46.828
39.394, 5.877, 3.356
2.723, 20.553, 3.303
18.796, 37.340, 3.802
43.100, 13.306, 3.463
30.125, 25.442, 46.568
35.721, 16.528, 46.761
0.595, 13.717, 3.273
4.843, 47.294, 3.670
6.892, 23.324, 46.632
46.382, 39.588, 3.213
33.572, 38.923, 46.630
33.036, 34.908, 3.342
9.693, 33.143, 46.825
37.639, 9.570, 3.294
13.266, 19.299, 46.616
17.091, 18.117, 46.453
46.895, 13.587, 3.304
45.734, 1.891, 3.325
46.320, 19.949, 46.593
26.652, 1.929, 3.363
37.115, 42.357, 3.195
12.815, 34.731, 46.466
42.105, 45.788, 3.761
39.395, 12.706, 3.166
25.644, 15.156, 3.474
6.904, 8.072, 46.623
15.267, 37.389, 3.385
0.277, 27.038, 3.369
46.060, 47.666, 46.345
37.389, 28.167, 46.892
23.695, 29.612, 46.649
23.324, 40.181, 46.768
2.460, 28.326, 46.687
29.733, 9.104, 3.349
20.397, 27.744, 46.681
20.309, 4.784, 3.524
7.109, 11.680, 46.712
28.877, 28.131, 3.524
30.422, 40.651, 46.726
10.055, 48.080, 46.434
10.114, 21.242, 46.636
10.241, 25.954, 46.903
13.551, 4.414, 46.554
39.128, 31.971, 3.270
40.765, 22.261, 3.377
41.052, 35.529, 3.216
3.242, 44.443, 46.294
42.227, 3.005, 46.263
21.022, 27.065, 3.567
36.456, 36.218, 46.255
37.182, 32.378, 46.724
49.748, 18.627, 46.877
35.175, 18.559, 3.441
24.009, 9.436, 46.053
7.902, 38.490, 3.373
38.970, 19.315, 3.320
36.085, 49.670, 3.432
