x, y, z
26.591, 23.355, 3.353
23.218, 33.356, 15.316
30.112, 6.208, 14.884
37.620, 20.018, 3.399
0.524, 22.510, 3.421
3.420, 0.812, 3.397
11.546, 30.784, 15.126
10.630, 33.120, 3.331
17.623, 37.715, 3.173
12.559, 8.399, 15.039
15.089, 15.144, 3.509
3.511, 28.387, 3.669
16.094, 31.240, 15.098
0.083, 10.953, 3.302
30.235, 28.251, 3.764
11.449, 15.141, 15.151
37.110, 27.906, 14.971
8.737, 39.380, 15.169
16.348, 3.132, 3.299
21.593, 36.612, 15.030
13.940, 31.938, 3.610
18.031, 7.234, 3.618
37.053, 4.381, 3.545
3.663, 8.696, 3.184
24.263, 37.302, 3.304
29.020, 14.074, 15.033
25.559, 20.327, 15.129
27.707, 31.050, 15.200
27.368, 31.868, 3.613
21.906, 11.706, 14.633
10.603, 21.062, 3.159
8.199, 21.396, 15.203
21.388, 0.404, 14.539
23.975, 24.240, 15.087
11.856, 13.222, 3.749
11.678, 20.793, 15.020
25.667, 10.074, 15.042
10.553, 28.434, 3.680
21.442, 39.342, 3.455
0.593, 30.707, 3.247
33.433, 28.562, 15.367
33.189, 29.903, 3.627
19.302, 3.188, 15.300
2.585, 3.784, 15.272
30.020, 28.318, 14.980
22.241, 6.468, 3.302
39.785, 10.566, 14.909
38.515, 34.538, 14.897
20.072, 30.915, 15.194
13.634, 23.138, 3.212
4.133, 12.270, 3.366
29.917, 24.014, 15.312
35.858, 38.983, 3.498
17.289, 20.534, 15.117
8.369, 29.164, 15.055
33.168, 8.243, 15.031
1.859, 36.465, 15.350
9.407, 4.636, 3.486
29.688, 17.071, 3.383
7.216, 10.814, 3.481
33.274, 21.867, 3.570
31.740, 36.149, 14.867
10.541, 24.838, 3.796
20.932, 35.792, 3.620
38.754, 3.307, 14.940
16.807, 29.025, 3.523
36.606, 23.495, 3.282
39.339, 38.370, 3.971
13.543, 18.917, 3.353
29.863, 9.622, 15.094
15.379, 5.958, 15.096
33.943, 0.036, 14.893
31.413, 32.319, 14.801
32.810, 14.141, 3.331
14.358, 23.061, 15.127
16.754, 9.367, 15.107
3.278, 37.281, 3.503
10.303, 1.049, 3.277
14.207, 35.663, 3.386
37.187, 30.962, 3.412
4.332, 20.429, 3.482
1.180, 18.531, 3.584
25.919, 27.961, 3.310
7.315, 14.966, 3.457
13.936, 27.211, 3.469
10.360, 16.632, 3.398
10.770, 36.445, 14.831
33.972, 10.756, 3.303
25.606, 16.159, 3.424
33.409, 24.614, 15.309
26.700, 26.754, 15.301
13.678, 38.461, 15.186
1.619, 32.214, 15.113
7.203, 26.644, 3.475
3.759, 24.334, 3.501
17.529, 24.209, 15.069
36.253, 31.392, 15.284
35.383, 20.899, 15.007
27.368, 12.004, 3.390
23.245, 13.217, 3.745
36.838, 16.486, 3.195
17.368, 33.773, 3.676
3.242, 22.652, 15.440
4.843, 30.236, 15.248
33.733, 33.198, 3.372
23.056, 2.778, 3.783
27.068, 3.169, 14.675
13.971, 34.806, 15.157
10.300, 8.529, 3.415
11.041, 25.241, 15.277
37.121, 8.424, 3.398
6.637, 35.304, 3.528
32.290, 12.077, 14.963
