x, y, z
41.558, 28.580, 3.345
26.934, 48.852, 46.349
0.513, 17.300, 46.370
41.003, 6.190, 3.603
4.267, 39.040, 46.733
6.646, 28.969, 46.743
31.934, 13.406, 3.585
11.998, 43.851, 3.584
26.535, 32.524, 46.590
38.882, 26.233, 46.483
31.789, 5.836, 46.614
13.471, 42.424, 46.222
43.175, 2.586, 3.462
16.584, 10.523, 46.689
2.124, 13.689, 3.475
8.151, 43.700, 3.268
43.163, 38.181, 3.679
8.488, 14.033, 3.123
25.988, 37.474, 46.582
23.616, 35.621, 3.813
6.878, 28.540, 6.687
2.058, 5.760, 3.377
43.153, 8.604, 3.613
44.053, 33.850, 3.630
4.333, 8.500, 3.599
22.431, 14.954, 3.399
20.018, 3.445, 45.130
44.585, 36.852, 46.786
41.407, 20.054, 3.488
0.410, 2.302, 3.259
8.669, 6.763, 3.171
28.992, 10.859, 3.168
15.259, 16.344, 46.735
44.740, 18.160, 3.283
31.914, 16.036, 46.676
35.003, 15.598, 3.450
24.590, 16.336, 46.782
4.829, 23.888, 3.929
41.770, 15.870, 3.595
25.382, 45.536, 46.714
16.775, 48.323, 3.537
0.914, 39.577, 46.767
47.049, 39.678, 3.135
13.392, 47.355, 3.616
10.069, 29.412, 3.322
44.799, 29.932, 3.435
20.229, 10.726, 46.695
46.470, 44.154, 46.643
32.803, 9.393, 46.603
20.343, 30.179, 3.247
6.096, 10.098, 46.191
39.878, 16.197, 46.132
25.837, 1.429, 3.426
17.381, 43.016, 46.622
0.780, 32.649, 46.508
8.965, 46.870, 46.594
16.156, 6.866, 46.521
21.923, 43.112, 3.235
14.375, 20.278, 46.830
35.254, 23.586, 3.437
12.805, 46.252, 46.574
18.731, 9.629, 3.434
22.256, 46.932, 3.290
14.913, 39.226, 3.321
48.458, 15.814, 3.398
5.502, 5.335, 3.494
47.618, 39.208, 46.137
30.229, 36.536, 3.705
33.150, 39.330, 3.335
40.683, 32.135, 3.376
7.216, 0.353, 46.827
36.063, 41.216, 3.230
31.870, 17.066, 3.550
3.963, 17.102, 46.721
12.791, 9.019, 46.834
39.269, 10.336, 3.313
44.292, 26.286, 3.587
3.755, 38.428, 3.119
19.853, 40.501, 46.764
0.984, 34.533, 3.350
31.354, 25.000, 4.130
36.139, 16.095, 46.764
35.366, 41.423, 46.633
25.117, 5.407, 3.354
25.285, 29.094, 46.530
3.960, 3.264, 46.766
10.994, 4.520, 3.721
47.192, 19.473, 46.723
25.219, 40.987, 3.489
46.016, 13.012, 46.516
9.832, 2.980, 46.107
10.383, 43.474, 46.587
40.280, 35.758, 3.741
30.838, 12.381, 46.352
15.921, 11.722, 3.313
12.101, 32.707, 3.604
4.106, 25.527, 46.702
25.668, 44.759, 3.558
4.472, 13.469, 46.583
34.011, 38.222, 46.591
26.455, 20.522, 46.656
6.874, 4.867, 46.431
38.626, 41.979, 46.682
32.735, 34.917, 46.637
42.496, 13.102, 46.864
35.067, 27.648, 3.380
14.442, 36.510, 46.552
43.383, 33.265, 46.475
35.809, 9.785, 3.552
14.026, 1.619, 3.240
32.302, 9.621, 3.225
4.906, 34.768, 3.209
27.051, 33.903, 3.256
3.094, 31.527, 3.533
3.033, 29.158, 46.487
15.866, 39.761, 46.710
11.836, 8.538, 3.278
37.659, 38.215, 46.658
36.401, 9.431, 46.507
1.591, 41.262, 3.567
48.591, 42.689, 3.366
45.120, 42.699, 3.452
29.232, 44.306, 3.346
18.682, 41.509, 3.346
22.635, 13.647, 46.863
18.485, 37.465, 3.288
23.006, 5.120, 46.548
24.052, 23.369, 46.709
18.490, 30.555, 46.660
37.211, 33.991, 3.465
2.351, 10.568, 46.804
46.626, 26.237, 46.461
11.251, 25.926, 46.691
23.915, 34.494, 46.509
1.462, 25.205, 3.935
36.064, 44.691, 46.411
31.588, 21.061, 3.293
1.290, 45.171, 3.217
17.799, 24.654, 3.449
42.936, 0.467, 46.272
49.154, 23.486, 46.497
30.736, 49.339, 46.777
34.827, 12.821, 46.636
46.558, 49.566, 46.683
7.081, 31.660, 3.326
21.922, 11.622, 3.481
39.510, 49.512, 46.447
17.996, 20.865, 3.396
7.614, 21.594, 3.428
0.495, 26.535, 46.701
40.856, 9.839, 46.506
39.536, 2.901, 3.407
35.536, 45.514, 3.241
32.508, 43.004, 3.446
47.149, 45.951, 3.368
32.080, 46.426, 3.364
11.725, 17.415, 46.334
45.024, 5.824, 3.388
42.469, 19.198, 46.591
41.047, 35.894, 46.425
22.308, 26.894, 46.626
33.285, 23.688, 46.333
21.512, 20.044, 46.859
7.840, 24.457, 46.723
41.126, 49.494, 3.221
42.819, 6.443, 46.451
23.192, 31.927, 3.496
47.964, 31.896, 3.734
0.580, 1.332, 46.589
48.129, 15.377, 43.913
20.243, 23.746, 46.386
19.881, 7.087, 46.387
4.260, 22.018, 46.638
15.045, 4.973, 3.999
44.593, 22.240, 46.587
33.974, 31.383, 3.575
13.301, 4.903, 46.427
28.458, 22.665, 3.332
44.869, 9.540, 46.510
19.653, 49.875, 46.638
7.805, 39.413, 46.623
11.476, 38.710, 46.468
48.708, 19.333, 3.444
21.440, 44.020, 46.519
49.746, 42.688, 46.389
48.492, 5.628, 3.386
8.096, 17.959, 3.358
