x, y, z
23.440, 33.135, 15.240
31.555, 7.520, 15.231
36.845, 20.994, 3.220
1.312, 22.126, 3.316
3.087, 0.844, 3.327
7.509, 33.460, 14.731
11.623, 34.646, 3.606
3.942, 29.032, 3.449
17.695, 30.586, 15.474
38.903, 9.434, 3.521
30.540, 26.295, 3.345
11.527, 15.220, 15.028
19.195, 1.982, 3.656
23.442, 36.641, 15.077
17.273, 7.356, 3.479
36.721, 4.384, 3.434
3.058, 8.161, 3.640
24.609, 34.770, 3.234
30.713, 29.567, 14.920
20.285, 11.832, 15.190
10.335, 21.185, 3.320
20.718, 38.816, 15.197
23.829, 10.197, 15.081
11.466, 30.716, 3.288
23.141, 1.516, 3.364
38.062, 31.750, 3.295
39.518, 26.781, 14.976
30.802, 30.590, 3.462
21.479, 2.550, 15.249
6.237, 6.031, 15.107
31.538, 26.002, 15.013
38.108, 5.981, 15.142
38.270, 36.158, 15.100
21.421, 30.102, 15.130
1.911, 11.814, 4.134
28.680, 23.298, 15.242
35.867, 39.325, 3.212
18.144, 19.838, 15.113
6.288, 29.955, 15.031
34.728, 4.976, 14.807
1.794, 36.208, 14.994
10.246, 6.403, 3.513
6.289, 11.074, 3.656
32.387, 20.317, 3.437
35.645, 39.158, 15.160
20.843, 33.741, 3.223
15.317, 31.719, 3.498
38.086, 24.953, 3.565
0.103, 38.364, 3.462
13.184, 18.527, 3.383
28.664, 10.223, 14.917
18.536, 4.020, 14.996
0.648, 2.877, 15.025
33.613, 13.085, 3.533
14.955, 22.953, 14.865
14.595, 8.617, 15.004
3.954, 36.111, 3.133
11.591, 3.217, 3.321
34.298, 30.925, 3.500
5.429, 21.947, 3.166
39.683, 18.571, 3.645
26.594, 25.266, 3.596
13.798, 27.606, 3.161
12.007, 15.028, 3.638
11.661, 35.655, 15.103
30.787, 9.172, 3.099
32.424, 22.324, 14.953
0.154, 30.257, 14.968
7.906, 29.310, 3.470
2.106, 25.954, 3.736
37.284, 32.188, 15.177
30.213, 13.532, 3.469
27.056, 15.718, 3.669
35.928, 16.485, 3.360
20.424, 30.130, 3.361
2.833, 23.641, 15.036
3.768, 32.903, 15.149
32.474, 34.469, 3.459
26.060, 4.068, 3.147
15.372, 33.640, 14.862
9.794, 10.781, 3.894
12.550, 25.735, 15.175
34.886, 9.666, 3.529
7.887, 36.264, 3.460
32.169, 11.776, 15.261
13.811, 6.870, 3.241
0.105, 5.802, 3.724
28.896, 36.718, 3.190
5.957, 25.778, 3.399
24.432, 0.481, 15.050
23.576, 22.275, 3.502
12.969, 18.349, 15.024
29.864, 4.386, 3.366
16.168, 26.775, 14.829
29.387, 18.434, 3.450
32.889, 18.909, 14.915
26.449, 7.211, 15.210
10.870, 39.873, 3.396
11.416, 21.842, 15.122
27.330, 11.959, 3.635
3.152, 28.562, 14.865
27.105, 8.142, 3.385
21.054, 26.490, 15.151
39.264, 1.962, 3.595
26.716, 13.276, 14.899
18.392, 18.130, 3.465
32.324, 16.319, 3.393
16.321, 1.060, 14.869
35.665, 12.965, 15.188
32.896, 1.366, 14.905
5.505, 36.571, 15.082
32.084, 38.436, 3.187
4.309, 12.983, 15.069
36.732, 35.014, 3.868
25.871, 17.375, 14.997
39.547, 39.666, 14.952
38.117, 16.798, 15.280
9.020, 17.702, 3.324
28.419, 33.024, 3.490
1.772, 31.483, 3.209
5.856, 25.789, 15.057
22.902, 6.201, 14.732
38.631, 10.536, 15.111
29.174, 19.257, 15.015
30.905, 37.667, 15.006
14.457, 36.474, 4.405
15.958, 16.534, 15.021
3.078, 39.627, 15.083
8.040, 3.601, 3.272
31.565, 34.049, 15.311
15.268, 3.715, 3.127
29.113, 22.104, 3.351
37.357, 13.175, 3.574
6.593, 15.915, 15.263
15.851, 15.451, 4.019
4.640, 2.850, 15.071
19.692, 15.733, 15.204
2.543, 9.682, 15.249
22.511, 18.543, 3.324
15.136, 12.455, 15.007
35.102, 24.768, 15.232
24.041, 31.228, 3.471
19.150, 7.885, 14.978
2.845, 16.372, 14.949
6.689, 0.069, 3.696
3.471, 19.914, 15.104
11.129, 31.862, 15.299
0.802, 15.279, 4.005
8.621, 32.789, 3.480
