x, y, z
26.882, 21.816, 3.235
21.862, 33.637, 15.437
29.962, 4.682, 15.030
37.926, 20.189, 3.574
0.574, 23.056, 3.812
3.509, 1.013, 3.397
12.777, 31.628, 15.309
9.532, 32.953, 3.441
18.977, 36.916, 3.436
11.206, 8.091, 15.021
4.054, 28.490, 3.457
16.079, 30.854, 15.036
0.900, 10.981, 3.818
31.530, 27.549, 3.473
12.338, 16.615, 15.167
18.501, 3.246, 3.189
21.614, 37.062, 15.204
14.355, 32.454, 3.399
18.368, 7.434, 3.692
36.912, 5.335, 3.666
4.340, 8.569, 3.301
25.631, 35.486, 3.178
27.545, 13.333, 15.211
27.403, 30.170, 14.995
21.941, 10.951, 15.223
10.153, 21.865, 3.482
20.056, 0.202, 14.951
11.466, 12.342, 3.540
25.618, 10.023, 15.052
11.026, 29.804, 3.317
21.257, 0.348, 3.880
38.514, 30.494, 3.563
38.152, 29.149, 15.254
31.361, 31.167, 3.381
19.529, 5.060, 14.719
2.930, 4.324, 14.832
30.575, 27.432, 15.078
22.650, 9.070, 3.593
0.047, 10.379, 15.295
38.141, 35.159, 15.224
20.158, 29.980, 15.048
4.482, 12.122, 3.716
28.549, 24.367, 15.038
36.365, 1.275, 3.704
18.660, 20.226, 14.989
9.368, 30.358, 15.201
32.961, 7.201, 15.267
1.804, 35.595, 15.056
10.997, 4.452, 3.427
31.171, 16.918, 3.590
7.556, 10.354, 3.280
33.897, 21.507, 3.414
35.917, 39.834, 15.259
22.206, 34.714, 3.334
39.556, 6.238, 15.093
17.677, 29.411, 3.401
37.688, 25.675, 3.318
39.516, 38.622, 3.271
13.093, 19.750, 3.269
29.563, 9.414, 15.087
15.844, 6.781, 15.291
39.597, 2.329, 15.027
31.618, 31.027, 14.962
33.408, 14.340, 4.204
16.090, 23.485, 15.180
14.794, 10.116, 15.461
2.302, 36.393, 3.334
10.045, 0.532, 3.820
35.391, 32.110, 3.529
4.258, 21.319, 3.530
1.651, 18.901, 3.278
27.510, 25.729, 3.503
14.526, 27.855, 3.506
11.198, 16.220, 3.267
10.677, 37.812, 14.976
33.687, 10.846, 3.431
22.720, 17.003, 3.578
33.224, 24.408, 14.943
25.142, 27.274, 14.785
0.016, 32.196, 15.468
7.521, 28.252, 3.280
3.633, 24.819, 3.383
35.578, 32.344, 15.189
34.562, 21.386, 15.033
29.934, 12.674, 3.523
26.468, 14.227, 3.505
37.919, 16.673, 3.559
18.331, 33.169, 3.199
4.328, 23.702, 15.098
5.658, 31.404, 15.017
33.126, 35.368, 3.526
24.776, 2.991, 3.225
13.968, 35.780, 15.201
11.375, 8.622, 3.472
12.603, 24.197, 15.068
37.006, 8.800, 3.333
5.726, 35.728, 3.274
31.321, 12.917, 15.334
14.338, 5.748, 3.175
0.932, 6.922, 3.377
20.586, 27.066, 3.959
10.341, 34.407, 15.151
28.942, 37.192, 3.555
7.222, 24.058, 3.696
27.808, 36.858, 15.275
