x, y, z
23.900, 34.030, 14.920
30.443, 5.292, 15.237
37.221, 20.194, 3.341
0.426, 22.271, 3.187
3.107, 1.274, 3.439
11.660, 32.903, 15.109
11.385, 34.678, 3.776
11.302, 8.548, 15.327
4.240, 27.986, 3.658
18.122, 30.581, 14.959
0.068, 10.577, 3.229
31.388, 27.230, 3.512
12.589, 16.461, 15.199
20.004, 1.844, 3.383
22.466, 36.807, 15.433
18.100, 7.390, 3.438
36.904, 4.530, 3.222
3.336, 8.680, 3.508
24.933, 35.624, 3.375
29.640, 29.812, 14.531
21.957, 11.917, 15.218
9.084, 21.726, 3.487
18.964, 38.088, 15.274
24.781, 9.825, 14.972
11.104, 29.775, 3.442
23.367, 1.735, 3.793
38.143, 32.263, 3.448
36.972, 28.578, 15.139
31.211, 31.008, 3.498
20.372, 3.781, 15.091
6.614, 5.799, 14.977
30.736, 26.124, 15.058
22.010, 9.523, 3.315
38.937, 5.667, 15.311
38.221, 35.223, 15.055
21.808, 30.972, 14.886
3.621, 12.885, 3.344
27.719, 23.348, 15.242
36.206, 0.656, 3.527
18.193, 19.410, 14.980
7.916, 32.019, 15.059
34.201, 6.087, 14.883
1.975, 35.086, 15.045
10.805, 5.724, 3.359
29.832, 15.544, 3.428
8.185, 10.809, 3.111
33.678, 20.673, 3.580
36.448, 38.333, 14.857
21.346, 34.180, 3.420
14.802, 30.493, 3.790
37.582, 24.361, 3.265
39.416, 38.578, 3.474
11.919, 18.762, 3.545
29.214, 11.274, 14.601
17.597, 5.843, 14.930
2.195, 3.396, 15.138
32.781, 32.004, 15.132
32.651, 12.843, 3.531
15.969, 22.862, 14.991
15.003, 8.804, 15.070
3.518, 37.481, 3.318
12.610, 2.576, 3.575
34.404, 32.361, 3.529
5.057, 20.755, 3.432
0.741, 18.726, 3.261
27.728, 25.370, 3.253
13.903, 26.742, 3.920
10.170, 15.769, 3.600
11.308, 37.911, 14.942
34.291, 9.730, 3.287
22.757, 16.247, 3.293
31.900, 22.433, 15.079
27.403, 26.898, 15.107
0.159, 31.576, 15.288
8.107, 27.764, 3.273
2.688, 24.796, 3.478
36.404, 32.317, 14.700
35.370, 20.224, 13.717
29.344, 11.897, 3.400
26.253, 14.219, 3.594
37.342, 16.667, 3.282
19.512, 31.313, 3.543
4.710, 25.116, 15.057
3.950, 32.404, 15.364
31.748, 35.200, 3.427
26.988, 3.160, 3.215
15.452, 33.922, 15.055
11.656, 11.018, 3.434
12.366, 26.489, 15.370
37.373, 8.143, 3.483
6.996, 35.453, 3.814
32.487, 13.357, 15.172
14.132, 6.831, 3.676
0.358, 6.203, 3.318
28.589, 36.553, 3.416
6.828, 24.645, 3.255
26.027, 38.958, 15.294
36.280, 3.247, 15.309
23.486, 23.548, 3.367
13.920, 19.913, 14.900
30.154, 4.557, 3.609
16.972, 26.755, 15.133
30.770, 18.927, 3.251
32.010, 18.049, 15.179
26.604, 6.470, 15.159
10.651, 38.733, 3.407
14.105, 13.645, 3.845
19.478, 14.607, 3.212
10.506, 21.541, 15.263
26.192, 10.103, 3.458
2.068, 27.766, 14.943
29.745, 7.994, 3.611
20.463, 27.429, 15.085
39.647, 2.520, 3.474
25.840, 13.582, 15.019
19.914, 18.258, 3.347
33.660, 16.578, 3.381
16.927, 2.371, 15.323
36.221, 13.523, 15.284
33.219, 1.350, 14.984
5.845, 35.341, 14.767
32.719, 38.798, 3.261
4.517, 14.019, 15.025
36.196, 36.478, 3.326
26.060, 18.061, 14.998
39.434, 0.790, 15.097
36.555, 17.239, 14.906
7.690, 18.310, 3.337
27.303, 32.914, 3.184
1.301, 30.701, 3.606
5.762, 28.525, 15.107
22.744, 6.467, 14.959
38.988, 10.349, 14.623
29.182, 20.002, 15.099
31.053, 38.295, 15.077
14.273, 37.007, 3.895
15.975, 16.618, 15.050
3.937, 38.609, 15.377
8.676, 2.989, 3.483
30.258, 34.437, 15.299
16.575, 4.080, 3.538
30.553, 23.170, 3.616
36.902, 12.747, 3.309
5.327, 17.813, 15.346
16.349, 16.707, 3.425
5.746, 1.384, 14.820
20.006, 16.003, 14.879
3.462, 10.498, 14.118
23.824, 19.844, 3.618
16.287, 12.609, 14.905
34.629, 24.574, 15.312
23.343, 31.070, 3.490
18.595, 9.617, 15.286
0.802, 17.641, 15.100
6.446, 39.938, 3.291
2.970, 20.898, 14.859
14.519, 29.742, 15.167
0.106, 14.204, 3.532
6.869, 31.258, 3.150
29.637, 0.527, 3.295
4.055, 16.398, 3.609
16.931, 24.716, 3.678
19.603, 34.463, 15.322
16.550, 20.584, 3.259
18.850, 10.819, 3.405
39.057, 25.470, 15.048
0.044, 35.051, 3.213
19.712, 22.038, 3.249
33.819, 9.620, 15.209
24.945, 29.281, 14.970
15.351, 38.042, 15.197
6.687, 21.691, 14.538
34.088, 35.477, 14.788
33.605, 6.371, 3.361
33.852, 24.522, 3.313
21.217, 5.942, 3.343
8.234, 10.643, 14.941
36.708, 28.866, 3.285
39.938, 27.370, 3.465
9.945, 5.279, 15.124
3.927, 4.781, 3.175
9.581, 28.632, 14.963
7.041, 7.335, 3.661
13.957, 5.126, 14.851
27.064, 18.031, 3.368
24.117, 27.343, 3.273
15.583, 0.501, 3.224
22.049, 19.335, 15.139
27.281, 32.400, 15.098
25.867, 6.684, 3.871
9.535, 1.191, 15.248
22.980, 12.894, 3.561
24.510, 21.797, 15.220
23.694, 25.588, 15.157
6.860, 14.456, 3.468
25.842, 39.339, 3.520
12.356, 12.474, 15.072
10.406, 25.137, 3.308
33.221, 28.261, 15.162
8.183, 24.895, 15.074
27.408, 28.882, 3.698
24.051, 2.657, 14.991
13.286, 22.385, 3.481
13.234, 1.239, 14.722
20.714, 23.775, 15.231
8.149, 14.770, 14.856
29.545, 2.105, 14.917
15.365, 10.351, 3.430
33.553, 2.633, 3.589
7.930, 38.207, 14.880
29.538, 15.260, 14.870
16.015, 33.669, 3.169
9.304, 18.245, 15.249
21.868, 38.432, 3.283
38.073, 22.308, 14.880
3.685, 34.032, 3.412
0.879, 13.850, 15.180
2.664, 6.765, 14.730
27.114, 21.705, 3.486
20.938, 25.739, 3.550
17.797, 37.773, 3.228
17.988, 27.945, 3.331
9.402, 35.019, 13.042
6.014, 12.192, 12.163
13.051, 36.070, 12.613
9.874, 8.507, 6.039
4.001, 0.285, 11.978
20.605, 4.769, 6.433
1.869, 23.973, 12.724
25.347, 9.213, 8.817
20.339, 21.982, 11.210
39.693, 20.111, 12.174
32.719, 38.121, 11.779
