x, y, z
27.874, 23.734, 3.259
34.284, 14.405, 3.544
21.947, 33.731, 15.173
30.932, 4.831, 14.837
37.552, 23.240, 3.258
1.189, 24.006, 3.151
2.873, 39.750, 3.387
12.776, 31.852, 15.052
10.876, 33.830, 3.388
17.872, 37.259, 3.185
13.048, 7.874, 15.247
14.840, 14.737, 3.337
4.232, 28.492, 3.306
16.653, 31.568, 14.452
1.622, 9.429, 3.429
31.134, 27.333, 3.316
9.479, 14.424, 15.457
37.056, 26.412, 15.076
5.890, 10.949, 14.862
1.682, 2.876, 3.274
9.906, 39.200, 14.818
16.068, 3.778, 3.823
22.741, 37.805, 15.182
13.760, 31.474, 3.149
18.387, 6.794, 3.376
36.778, 3.472, 3.455
3.886, 6.335, 3.674
25.140, 36.635, 3.359
29.003, 13.983, 14.974
25.790, 20.773, 14.917
25.501, 30.736, 15.152
28.403, 34.784, 3.204
21.710, 10.537, 14.983
10.968, 20.626, 3.684
7.888, 21.771, 15.241
19.856, 0.004, 15.039
24.153, 24.144, 15.273
11.883, 12.793, 3.433
12.630, 21.794, 15.057
25.023, 12.671, 14.918
10.678, 30.001, 3.363
21.253, 38.448, 3.360
0.895, 29.969, 3.531
34.531, 30.049, 14.971
34.349, 29.075, 3.317
19.268, 3.964, 15.172
4.717, 5.058, 15.233
30.361, 30.197, 15.097
21.571, 5.797, 3.632
2.170, 8.623, 15.106
35.899, 35.053, 15.128
19.823, 30.009, 15.271
14.380, 22.790, 3.547
3.255, 13.003, 3.261
29.923, 24.279, 14.671
9.998, 6.101, 15.105
34.950, 0.020, 3.497
16.499, 20.550, 15.080
9.235, 30.565, 15.256
32.356, 8.795, 15.135
2.246, 37.351, 15.175
8.260, 5.830, 3.403
28.433, 16.679, 3.359
8.472, 11.213, 3.461
34.630, 20.847, 3.770
5.541, 9.435, 4.071
31.247, 36.407, 15.101
10.620, 25.078, 4.312
22.562, 34.126, 3.365
38.062, 2.321, 15.142
17.718, 27.351, 3.160
38.645, 26.728, 3.508
0.501, 36.569, 3.770
14.285, 19.359, 3.421
28.167, 9.852, 15.062
16.722, 6.294, 15.228
34.391, 38.853, 15.037
32.531, 33.166, 15.229
11.210, 2.468, 15.023
30.341, 13.266, 3.750
14.405, 25.025, 14.696
15.940, 10.125, 15.207
3.903, 36.040, 3.437
9.588, 1.302, 3.744
14.087, 35.585, 3.366
37.233, 32.027, 3.420
3.517, 21.094, 3.279
39.063, 20.033, 3.224
27.771, 30.811, 3.305
35.123, 18.910, 15.061
8.122, 14.919, 3.541
13.884, 26.893, 3.690
11.292, 16.497, 3.329
11.563, 35.873, 15.100
32.868, 10.712, 3.511
24.904, 15.509, 3.352
33.131, 26.488, 14.881
26.989, 27.106, 15.218
13.661, 38.700, 14.981
0.092, 34.129, 15.077
7.870, 27.256, 3.315
4.969, 24.482, 3.168
17.977, 24.236, 15.039
38.349, 30.433, 15.087
33.189, 22.921, 15.152
26.943, 12.305, 3.565
21.704, 9.114, 3.308
36.654, 17.181, 3.255
17.166, 33.315, 3.660
4.391, 23.254, 15.215
5.517, 30.986, 14.336
34.107, 33.748, 3.235
23.119, 2.146, 3.775
27.610, 2.641, 15.155
15.320, 35.400, 15.197
11.159, 8.659, 3.432
10.231, 24.359, 15.292
5.193, 19.041, 14.973
36.883, 9.503, 3.275
7.282, 34.791, 3.279
32.679, 12.607, 15.002
34.630, 6.453, 3.445
14.145, 7.134, 3.334
39.545, 5.905, 3.137
9.224, 9.633, 15.246
26.565, 4.624, 3.597
23.375, 27.246, 3.543
7.637, 33.952, 14.768
29.208, 38.161, 3.408
8.000, 22.395, 3.599
26.294, 39.920, 3.746
25.370, 34.879, 14.630
34.013, 2.807, 15.124
27.379, 27.135, 3.302
21.719, 13.513, 3.435
13.868, 17.710, 15.273
30.447, 5.613, 3.659
18.400, 0.867, 3.454
17.016, 27.767, 15.126
12.912, 12.237, 15.048
28.947, 20.163, 3.381
31.900, 16.054, 15.023
27.348, 6.389, 15.225
10.599, 37.881, 3.266
15.776, 10.399, 3.318
21.800, 17.549, 3.695
8.863, 17.995, 15.244
25.529, 8.396, 3.443
1.858, 29.380, 15.177
29.589, 9.703, 3.333
21.488, 26.984, 14.668
38.944, 0.144, 3.278
25.232, 16.225, 14.918
20.724, 21.529, 3.567
32.117, 17.616, 3.472
28.651, 17.490, 15.101
16.190, 1.275, 15.086
38.410, 10.729, 15.176
31.124, 39.937, 14.568
4.103, 34.005, 15.380
32.258, 36.767, 3.372
2.583, 12.401, 14.863
36.687, 36.797, 3.519
20.785, 21.741, 15.208
34.564, 25.194, 3.110
38.337, 38.158, 14.931
35.520, 15.075, 14.706
18.654, 12.786, 14.647
7.369, 19.020, 3.750
39.076, 18.105, 14.836
31.066, 31.742, 3.484
4.330, 32.399, 3.380
3.767, 26.503, 14.814
2.096, 1.320, 15.064
24.762, 8.757, 15.092
38.947, 14.400, 15.173
6.232, 37.168, 15.084
29.735, 20.887, 15.284
27.219, 38.129, 15.140
13.675, 0.286, 3.452
25.394, 19.470, 3.788
7.170, 26.494, 14.865
18.444, 17.308, 15.163
5.523, 0.535, 15.067
22.515, 18.651, 15.246
23.924, 5.476, 15.319
23.215, 1.411, 15.159
5.289, 2.223, 3.410
28.699, 33.695, 15.187
12.398, 3.614, 3.725
37.077, 6.888, 15.224
31.353, 22.860, 3.709
38.278, 13.691, 3.266
6.068, 15.548, 15.270
20.957, 30.506, 3.423
18.596, 16.242, 3.668
7.647, 3.240, 14.905
21.336, 14.973, 14.687
0.827, 4.850, 15.199
23.725, 23.298, 3.326
15.853, 14.445, 15.308
37.573, 21.978, 15.199
24.521, 30.993, 3.397
20.807, 7.153, 15.136
2.492, 16.407, 14.835
6.752, 38.870, 3.343
1.785, 20.341, 14.953
11.977, 28.365, 15.186
1.273, 16.363, 3.267
7.247, 30.588, 3.264
29.534, 2.064, 3.220
33.200, 3.001, 3.281
5.121, 16.469, 3.407
17.726, 23.840, 3.459
18.872, 34.924, 15.094
17.680, 20.111, 3.268
18.875, 11.708, 3.285
0.908, 24.525, 14.811
17.314, 38.079, 12.912
0.898, 33.293, 3.609
13.861, 4.187, 13.446
33.270, 34.962, 12.130
