x, y, z
35.705, 9.680, 15.091
26.559, 23.528, 3.118
34.660, 13.541, 3.440
22.160, 32.660, 15.001
30.305, 4.119, 15.248
37.598, 22.255, 3.276
0.733, 23.834, 3.268
3.356, 0.695, 3.372
12.930, 33.150, 15.348
9.027, 31.865, 3.489
28.348, 28.886, 15.218
19.937, 36.902, 3.513
11.450, 7.978, 15.134
39.713, 24.240, 15.075
14.731, 14.469, 3.411
2.839, 28.728, 3.281
18.553, 34.915, 14.977
1.214, 10.210, 3.645
28.202, 27.425, 3.356
10.747, 14.859, 15.068
36.147, 24.052, 15.160
5.281, 10.555, 15.353
0.294, 2.368, 3.452
8.558, 1.688, 14.746
17.127, 2.427, 3.258
22.456, 36.547, 15.219
13.396, 31.917, 3.456
17.143, 7.974, 3.577
36.512, 3.950, 3.570
3.654, 4.583, 3.309
27.265, 37.258, 3.610
29.218, 13.444, 15.099
25.745, 22.537, 15.098
25.206, 30.919, 15.093
30.318, 35.043, 3.627
21.335, 13.266, 15.068
10.658, 20.113, 3.478
8.358, 22.614, 15.305
20.443, 1.768, 15.206
22.607, 24.243, 15.053
10.558, 12.011, 3.334
12.369, 22.089, 14.813
25.690, 11.483, 15.242
11.050, 28.737, 3.283
23.557, 38.083, 3.513
39.390, 29.552, 3.267
36.457, 28.967, 14.991
35.503, 29.068, 3.372
17.742, 5.849, 15.299
13.579, 38.368, 3.321
5.610, 4.878, 14.663
32.268, 30.499, 15.383
27.147, 4.810, 3.438
19.809, 5.475, 3.635
2.754, 7.926, 15.216
36.985, 34.430, 15.287
18.965, 29.260, 15.048
14.304, 22.001, 3.238
4.174, 12.783, 3.276
29.308, 23.902, 15.240
8.001, 7.673, 14.762
36.816, 0.299, 4.060
16.375, 21.139, 15.368
10.604, 30.088, 15.249
32.314, 7.485, 15.166
1.856, 38.239, 14.934
7.742, 6.534, 3.307
26.288, 33.559, 3.219
28.281, 17.099, 3.537
7.391, 10.397, 3.282
33.724, 21.157, 3.377
4.409, 8.359, 3.152
30.536, 36.222, 15.220
10.913, 23.890, 3.436
23.045, 34.568, 3.447
39.132, 2.096, 15.243
17.614, 29.643, 3.404
38.196, 26.150, 3.224
0.811, 34.144, 3.552
14.555, 17.948, 3.494
28.998, 9.718, 15.011
14.950, 8.721, 14.982
18.105, 23.512, 3.932
33.942, 38.100, 14.905
33.600, 34.365, 15.101
14.040, 3.795, 14.615
29.831, 12.169, 3.239
15.382, 24.763, 14.898
15.949, 11.876, 15.000
3.775, 36.862, 3.339
10.514, 0.535, 3.249
15.232, 35.387, 3.466
37.422, 32.876, 3.146
4.083, 21.228, 3.706
0.555, 20.174, 3.242
29.583, 31.409, 3.444
34.278, 18.766, 15.270
7.605, 14.317, 3.547
14.946, 26.350, 3.343
11.294, 16.175, 3.543
10.543, 36.107, 15.210
32.684, 9.958, 3.246
24.491, 16.964, 3.383
33.174, 26.220, 14.641
25.874, 26.269, 15.219
12.330, 0.149, 15.179
1.262, 34.579, 14.893
8.158, 26.302, 3.296
3.909, 25.187, 3.429
18.909, 25.659, 14.975
0.173, 30.197, 15.028
32.620, 22.429, 14.627
25.515, 12.942, 3.683
22.258, 10.094, 3.492
36.483, 18.681, 3.358
19.540, 32.778, 3.620
3.621, 22.334, 14.942
7.110, 29.889, 15.173
33.629, 32.884, 3.292
20.187, 0.985, 3.613
27.177, 2.288, 14.865
14.957, 37.075, 14.916
11.287, 8.382, 3.402
10.664, 25.869, 15.190
6.408, 19.723, 15.000
37.093, 10.919, 3.606
7.020, 34.832, 3.721
32.428, 12.273, 15.336
35.568, 7.481, 3.603
13.812, 5.636, 3.583
0.746, 6.403, 3.235
9.114, 11.118, 15.167
23.874, 1.974, 3.333
20.592, 26.558, 3.068
32.204, 5.020, 3.296
7.978, 33.743, 14.763
30.482, 38.844, 3.366
7.467, 22.406, 3.157
27.514, 1.057, 3.284
26.248, 34.336, 14.684
19.275, 38.450, 15.002
34.942, 2.441, 14.939
24.152, 27.072, 3.301
22.141, 14.332, 3.504
13.891, 18.635, 15.058
29.485, 8.179, 3.572
16.864, 38.871, 3.449
15.866, 31.001, 14.890
12.608, 11.518, 15.265
29.729, 20.823, 3.330
31.252, 16.924, 14.864
27.218, 6.281, 15.045
10.945, 36.159, 3.242
14.124, 11.022, 3.475
21.126, 19.933, 3.253
10.434, 18.848, 15.028
23.556, 6.616, 3.801
3.795, 31.677, 14.857
25.707, 9.438, 3.508
22.706, 28.139, 15.015
0.559, 38.143, 3.749
24.772, 15.022, 14.611
17.580, 19.850, 3.212
31.613, 15.560, 3.343
26.205, 18.489, 15.284
16.122, 0.965, 15.176
39.125, 9.817, 14.903
30.931, 0.249, 15.214
4.577, 35.912, 14.944
33.671, 37.432, 3.533
2.380, 12.459, 15.013
18.596, 11.509, 3.474
37.150, 36.344, 3.222
19.586, 22.321, 14.656
34.070, 25.295, 3.556
38.034, 38.250, 15.253
34.604, 15.027, 14.808
18.180, 14.794, 14.940
7.217, 18.571, 3.432
38.618, 16.991, 15.325
31.693, 28.687, 3.298
4.141, 31.900, 3.511
2.470, 27.200, 14.666
2.099, 3.721, 15.129
22.568, 8.677, 15.180
38.013, 13.302, 14.895
7.797, 37.893, 14.920
29.962, 20.352, 15.144
26.822, 38.269, 15.234
13.633, 2.040, 3.703
26.448, 20.097, 3.338
6.216, 25.699, 15.025
18.615, 18.500, 15.196
4.594, 0.780, 15.028
22.852, 20.229, 14.955
21.788, 4.927, 15.079
23.612, 0.110, 15.462
7.097, 3.180, 3.909
29.291, 32.222, 15.107
10.714, 4.348, 3.330
35.466, 6.117, 14.849
30.068, 24.646, 3.475
37.998, 14.958, 3.555
6.549, 15.560, 15.099
21.946, 30.525, 3.352
33.274, 1.533, 4.018
18.579, 15.976, 3.644
10.374, 4.477, 14.371
21.909, 16.665, 15.056
38.789, 6.305, 15.109
22.389, 23.404, 3.388
14.106, 15.009, 15.048
37.372, 20.646, 15.150
26.010, 30.272, 3.750
18.821, 9.166, 14.952
2.529, 16.806, 14.925
6.708, 39.374, 3.432
1.093, 20.129, 15.185
13.680, 28.037, 15.372
1.856, 16.272, 3.223
29.463, 33.719, 11.783
24.180, 22.287, 11.934
4.735, 15.725, 5.665
9.268, 30.537, 6.791
12.050, 16.941, 12.290
27.494, 19.626, 7.351
8.370, 19.932, 6.592
19.352, 9.217, 5.918
15.480, 30.199, 6.257
35.123, 34.767, 6.413
0.078, 3.451, 9.124
4.889, 27.731, 6.127
