x, y, z
25.191, 34.830, 3.391
35.322, 48.684, 46.087
27.363, 23.519, 46.428
14.620, 13.553, 46.536
25.668, 46.899, 46.130
18.855, 35.999, 46.360
48.080, 22.551, 3.368
0.954, 40.188, 3.369
29.214, 49.433, 46.881
33.990, 11.281, 5.007
44.412, 30.414, 45.805
9.654, 13.023, 3.329
39.490, 2.950, 3.767
33.564, 23.200, 3.772
1.487, 43.586, 46.196
42.640, 0.644, 3.267
7.183, 27.229, 46.536
32.201, 45.383, 3.677
43.144, 17.090, 4.285
18.562, 44.961, 4.014
44.923, 3.659, 46.553
8.294, 19.598, 46.527
45.098, 40.522, 45.851
4.971, 38.432, 3.440
18.270, 5.619, 46.186
41.552, 47.371, 46.115
35.795, 14.911, 3.554
38.828, 20.233, 46.637
21.716, 20.689, 3.508
37.215, 34.500, 46.684
30.830, 19.830, 4.978
21.247, 11.468, 46.567
35.655, 29.158, 46.151
11.614, 36.982, 46.671
2.366, 31.387, 45.377
42.717, 22.320, 3.595
47.212, 35.764, 46.240
10.265, 41.673, 46.503
47.822, 12.949, 3.673
4.852, 5.937, 46.295
19.847, 12.177, 3.357
40.043, 36.616, 3.956
8.161, 13.217, 46.310
1.088, 38.410, 45.700
38.678, 14.780, 46.210
27.244, 15.445, 46.175
16.393, 4.033, 3.822
31.487, 29.867, 46.509
6.287, 1.755, 4.202
33.151, 40.591, 46.189
24.504, 17.696, 3.511
5.546, 10.376, 3.268
11.527, 3.812, 3.664
37.648, 45.785, 46.397
0.806, 14.338, 46.531
45.558, 9.042, 46.502
38.962, 18.134, 3.515
25.070, 14.181, 3.354
13.451, 24.927, 3.766
38.506, 2.968, 46.365
11.033, 46.095, 46.049
42.977, 32.053, 3.665
13.730, 19.270, 4.073
19.642, 38.202, 3.908
30.923, 25.369, 46.481
13.288, 13.725, 4.974
11.757, 24.508, 45.093
45.189, 8.530, 3.671
9.848, 9.867, 45.282
25.528, 10.296, 46.549
33.371, 6.384, 46.021
34.458, 25.285, 45.031
17.870, 9.652, 46.528
23.631, 43.150, 46.099
29.677, 36.617, 3.449
18.448, 30.855, 46.513
41.031, 15.690, 11.425
1.016, 37.808, 6.485
3.851, 8.050, 29.933
34.875, 6.244, 35.821
47.129, 37.960, 3.577
2.328, 36.039, 3.452
4.002, 4.747, 13.071
44.208, 41.641, 3.709
0.523, 47.334, 46.345
30.915, 41.002, 3.788
35.245, 17.731, 45.663
2.501, 10.759, 45.294
23.444, 12.342, 43.212
8.123, 3.380, 46.565
17.785, 29.524, 4.134
27.873, 2.999, 3.292
46.042, 2.548, 12.362
33.553, 43.348, 14.486
32.320, 12.150, 11.920
46.707, 47.202, 42.035
4.952, 16.060, 46.073
15.159, 36.001, 4.047
9.288, 41.244, 5.981
37.523, 47.280, 37.795
46.630, 0.993, 42.794
44.566, 32.428, 9.864
10.670, 49.516, 5.360
49.591, 25.522, 30.480
25.615, 23.118, 8.335
29.916, 7.556, 35.098
35.387, 1.570, 4.636
48.759, 20.091, 30.369
33.064, 46.927, 33.664
5.615, 22.363, 4.166
49.647, 13.511, 23.959
5.904, 13.021, 29.731
30.490, 48.189, 29.766
21.159, 11.130, 35.276
27.356, 24.451, 25.525
15.800, 12.182, 14.347
39.542, 2.370, 41.215
7.643, 22.072, 44.087
38.638, 38.342, 9.588
3.454, 42.940, 4.350
9.800, 8.466, 38.326
11.514, 28.363, 3.659
27.169, 9.280, 5.244
45.226, 39.904, 8.178
33.497, 32.402, 31.176
37.894, 0.880, 29.954
48.161, 39.468, 27.350
39.317, 33.171, 6.780
3.286, 40.277, 27.090
37.753, 9.516, 10.441
