x, y, z
12.017, 33.028, 3.549
8.342, 35.922, 3.780
9.844, 10.771, 46.418
7.843, 49.610, 3.748
16.848, 32.693, 45.505
35.325, 11.428, 46.650
33.302, 8.211, 46.528
28.712, 33.322, 3.471
32.964, 47.959, 46.850
13.961, 39.102, 3.601
30.225, 22.487, 3.197
10.337, 34.356, 45.476
16.026, 13.918, 46.165
11.720, 48.610, 4.852
13.634, 20.634, 45.480
31.221, 12.013, 46.771
24.103, 41.530, 3.522
41.403, 19.531, 3.549
13.290, 31.162, 45.914
29.435, 0.892, 46.055
10.082, 7.307, 3.522
13.143, 3.159, 3.476
42.943, 1.745, 4.124
17.933, 42.243, 3.643
43.161, 47.891, 45.994
38.208, 2.894, 46.711
39.155, 38.633, 46.377
17.549, 32.498, 5.265
27.592, 15.216, 46.735
35.314, 23.005, 46.425
49.283, 43.632, 46.578
40.986, 15.078, 3.319
39.374, 26.919, 3.770
45.786, 17.630, 3.591
46.326, 31.695, 45.714
43.941, 36.026, 4.222
22.990, 31.777, 45.681
25.657, 47.267, 46.388
6.367, 32.104, 46.504
2.439, 47.617, 3.708
44.662, 7.157, 4.636
23.603, 32.635, 3.781
43.888, 42.324, 3.411
5.965, 18.493, 46.418
6.196, 45.940, 3.287
3.380, 26.681, 4.093
35.712, 16.716, 3.476
16.666, 0.686, 3.588
11.667, 26.108, 46.304
40.616, 29.395, 46.273
34.739, 20.629, 3.355
26.238, 24.888, 3.977
15.425, 45.224, 3.455
45.082, 44.380, 46.210
43.487, 41.144, 46.585
27.679, 18.398, 3.574
47.955, 21.490, 3.887
18.977, 6.913, 3.590
3.296, 2.972, 3.776
10.411, 19.358, 4.158
10.264, 11.740, 3.334
27.713, 6.005, 3.521
11.780, 14.420, 46.605
1.005, 23.161, 46.676
2.408, 10.948, 45.986
9.591, 26.121, 3.665
20.405, 14.111, 3.383
28.819, 36.900, 3.920
35.542, 37.064, 4.014
38.871, 47.252, 3.794
14.091, 4.859, 46.572
20.744, 43.699, 46.347
11.280, 10.502, 7.594
31.578, 28.115, 46.233
37.497, 6.518, 45.684
16.541, 24.462, 4.745
22.287, 17.290, 46.381
27.485, 26.819, 45.661
38.699, 10.726, 44.764
36.429, 29.536, 3.625
12.185, 14.233, 25.245
29.626, 41.059, 4.375
42.045, 3.309, 45.825
5.786, 8.602, 4.278
37.899, 19.914, 46.606
32.936, 35.853, 46.323
13.676, 40.409, 43.674
39.975, 45.358, 46.019
0.309, 37.262, 3.922
17.230, 19.946, 38.899
39.183, 8.172, 3.371
3.247, 30.864, 8.013
24.477, 5.312, 46.519
20.103, 49.406, 43.365
6.622, 25.034, 27.006
48.219, 6.409, 26.565
30.248, 9.078, 4.546
10.117, 34.861, 35.802
7.873, 22.838, 3.370
8.442, 23.920, 44.012
29.567, 46.055, 4.240
39.648, 8.589, 8.714
29.542, 35.216, 37.513
0.203, 29.057, 29.654
29.324, 23.490, 9.993
24.560, 0.388, 8.256
44.282, 12.362, 34.706
45.841, 23.439, 43.636
16.002, 36.310, 5.291
23.378, 28.125, 46.392
35.661, 7.017, 26.637
29.987, 41.176, 18.218
33.068, 21.557, 28.121
27.818, 14.707, 39.446
11.967, 28.467, 24.235
8.775, 42.502, 46.487
25.894, 45.577, 25.673
49.191, 10.003, 22.002
