x, y, z
13.560, 47.786, 46.255
12.317, 35.178, 46.410
41.915, 46.551, 46.364
13.111, 6.141, 46.051
25.532, 7.056, 4.000
4.283, 4.831, 3.571
21.682, 40.548, 46.443
47.722, 23.818, 3.664
5.732, 0.875, 45.926
36.706, 3.121, 3.365
4.822, 45.817, 46.732
48.467, 41.621, 3.527
5.638, 41.801, 45.637
8.856, 18.450, 3.543
28.947, 42.882, 45.952
47.991, 46.770, 46.198
0.431, 43.456, 46.443
3.028, 48.886, 3.995
25.854, 35.647, 3.785
29.069, 48.973, 3.872
34.145, 0.698, 3.495
19.646, 47.553, 46.642
36.572, 11.768, 46.314
39.419, 20.026, 3.545
21.809, 44.467, 46.274
36.368, 8.062, 46.722
14.199, 31.086, 3.595
12.741, 18.475, 3.795
6.236, 45.012, 3.811
40.665, 10.894, 46.227
4.701, 12.446, 3.584
2.290, 5.809, 46.531
1.831, 21.772, 3.435
11.341, 9.619, 46.134
14.076, 27.071, 3.953
38.665, 29.807, 45.627
25.395, 25.630, 3.514
0.337, 13.065, 3.803
13.802, 36.090, 3.695
16.440, 44.517, 3.839
37.891, 15.821, 3.508
47.061, 23.577, 46.553
30.729, 20.824, 3.708
15.642, 10.469, 3.258
4.292, 32.242, 4.117
6.615, 21.377, 3.335
43.157, 30.392, 3.447
46.272, 38.295, 46.406
49.895, 17.546, 45.780
12.484, 40.288, 3.723
17.575, 38.274, 46.372
42.989, 30.712, 46.021
24.671, 32.229, 46.266
4.910, 29.442, 45.676
46.914, 32.943, 46.237
30.710, 38.450, 46.339
29.118, 26.557, 3.411
11.629, 39.220, 46.522
20.013, 47.539, 3.701
34.359, 11.055, 3.641
29.469, 30.485, 4.161
32.405, 3.455, 46.617
37.720, 39.102, 46.119
32.897, 17.431, 3.704
5.882, 8.385, 46.226
3.568, 38.024, 46.239
34.382, 33.429, 46.635
25.101, 46.268, 3.471
27.339, 40.439, 3.544
17.684, 40.411, 4.535
29.556, 23.481, 46.267
10.683, 32.334, 4.951
46.832, 28.146, 46.289
16.568, 0.575, 46.361
16.620, 8.115, 46.412
48.040, 9.186, 3.640
41.593, 39.718, 3.616
48.192, 28.349, 3.910
23.280, 3.616, 3.478
8.383, 28.288, 46.628
19.369, 34.925, 46.107
12.431, 5.370, 4.672
16.858, 17.151, 46.192
22.959, 19.048, 46.706
18.726, 30.081, 3.427
23.127, 21.393, 3.646
47.228, 32.585, 3.499
38.011, 0.126, 45.207
43.418, 16.937, 46.459
8.944, 27.993, 11.657
15.078, 6.503, 6.913
47.485, 28.770, 16.976
5.155, 34.364, 45.253
33.504, 5.591, 3.452
31.055, 4.780, 10.715
21.324, 15.545, 3.404
38.681, 30.200, 15.903
17.411, 34.884, 4.206
39.502, 23.526, 5.813
23.876, 5.983, 7.488
10.094, 29.241, 25.638
11.016, 19.193, 32.436
27.314, 46.701, 42.559
0.135, 44.153, 37.150
31.538, 42.411, 34.950
3.399, 42.378, 7.462
41.227, 45.624, 3.766
20.361, 14.107, 9.275
12.576, 22.888, 38.308
36.715, 32.672, 4.903
2.688, 43.860, 15.084
1.241, 31.450, 7.261
3.807, 39.988, 31.757
15.917, 33.941, 46.727
8.610, 10.570, 21.895
35.586, 42.214, 12.527
19.115, 11.400, 41.843
41.689, 40.638, 26.667
