x, y, z
40.601, 7.677, 3.608
13.311, 42.457, 46.622
9.898, 37.725, 3.782
13.240, 37.129, 45.935
30.853, 0.044, 46.452
3.221, 46.366, 3.894
11.226, 46.353, 45.987
29.541, 36.886, 3.565
35.486, 2.916, 46.596
38.760, 37.054, 3.306
6.024, 36.593, 3.692
38.252, 19.359, 3.760
0.301, 48.782, 4.541
45.209, 20.807, 46.139
8.355, 3.279, 45.874
26.976, 42.037, 3.457
4.788, 31.426, 46.525
36.615, 28.133, 46.554
5.614, 14.319, 45.786
3.032, 2.450, 3.465
7.259, 41.190, 4.486
20.284, 12.917, 3.444
8.353, 36.820, 45.575
0.908, 42.881, 3.341
37.546, 34.977, 45.533
26.319, 11.158, 46.368
0.067, 2.912, 46.366
40.757, 7.979, 46.311
49.364, 43.864, 45.956
49.456, 11.562, 46.389
20.732, 8.255, 3.499
21.847, 3.353, 3.562
25.383, 12.764, 3.626
45.677, 27.591, 46.233
3.330, 39.774, 3.402
20.148, 16.572, 3.254
42.341, 34.497, 3.638
3.349, 8.918, 46.376
16.408, 29.223, 3.605
2.101, 30.477, 3.693
44.711, 9.508, 46.399
41.825, 30.197, 45.950
43.655, 24.610, 46.108
45.431, 0.558, 3.470
18.828, 5.264, 46.624
27.141, 4.000, 46.328
34.829, 49.335, 45.743
34.817, 41.111, 46.487
8.368, 41.033, 46.646
7.738, 30.274, 3.593
19.100, 36.798, 46.335
36.591, 16.473, 46.002
13.086, 28.084, 46.738
26.939, 49.659, 3.538
28.539, 44.103, 46.037
4.864, 47.811, 46.345
5.340, 43.551, 46.394
45.377, 43.989, 46.432
32.248, 1.237, 3.945
23.044, 46.606, 46.200
23.177, 23.755, 46.426
18.600, 33.525, 4.345
39.944, 4.596, 45.091
41.785, 15.403, 3.702
32.471, 11.463, 44.601
33.675, 37.883, 4.404
28.811, 45.684, 3.685
10.293, 33.560, 45.652
20.684, 38.076, 3.413
49.374, 22.672, 46.687
27.458, 21.689, 46.776
46.737, 16.455, 45.582
11.739, 3.431, 3.630
23.633, 30.940, 3.492
5.573, 15.480, 4.216
24.259, 34.294, 45.400
30.891, 40.578, 46.402
28.953, 7.162, 4.796
10.927, 10.283, 4.665
13.697, 16.897, 4.285
20.453, 29.073, 3.785
10.752, 2.016, 7.413
30.922, 21.485, 13.507
9.357, 16.678, 3.885
40.275, 22.729, 3.500
27.621, 47.475, 17.948
7.254, 11.712, 7.755
19.060, 1.472, 25.511
9.131, 11.769, 15.839
28.551, 41.844, 43.069
42.356, 35.661, 46.254
43.505, 5.696, 32.923
16.689, 12.018, 5.248
5.545, 26.466, 4.709
26.955, 23.873, 7.705
40.243, 0.902, 46.335
19.249, 16.144, 43.854
33.379, 19.226, 4.509
22.135, 37.888, 45.387
29.254, 23.146, 3.883
36.214, 31.622, 37.590
9.369, 49.856, 3.508
48.464, 8.605, 4.341
32.522, 31.307, 5.637
13.442, 44.369, 3.489
21.327, 7.406, 42.973
45.102, 36.886, 4.056
39.061, 42.794, 12.736
46.719, 29.237, 4.014
18.027, 33.060, 44.574
38.159, 48.789, 33.782
8.309, 5.635, 9.536
28.721, 33.265, 8.296
7.173, 21.907, 4.808
18.735, 49.390, 15.001
15.400, 2.780, 45.298
17.038, 14.214, 46.726
