x, y, z
48.291, 0.014, 46.580
28.041, 42.812, 46.572
6.343, 23.933, 46.339
17.060, 27.911, 3.938
28.245, 0.818, 46.534
43.286, 38.697, 3.706
18.771, 47.129, 3.319
24.680, 31.676, 3.430
46.627, 46.286, 3.814
3.573, 21.245, 46.022
2.918, 35.477, 3.620
30.256, 39.756, 46.659
24.372, 14.031, 46.334
22.767, 44.521, 3.947
8.926, 38.821, 3.683
12.939, 23.554, 3.484
2.281, 3.966, 3.449
49.622, 45.252, 46.075
28.701, 34.686, 3.316
30.426, 39.871, 3.334
18.292, 22.317, 46.196
25.375, 47.887, 46.439
0.082, 12.792, 3.268
44.877, 3.078, 3.335
1.999, 49.785, 3.962
10.413, 47.650, 45.975
19.861, 25.866, 46.587
3.153, 19.707, 4.050
28.352, 10.166, 3.317
44.796, 15.592, 4.379
5.919, 2.617, 4.191
35.015, 36.249, 3.663
28.868, 36.087, 46.676
35.036, 8.502, 3.653
21.192, 27.379, 3.432
36.758, 10.632, 46.180
2.617, 17.270, 46.371
19.322, 1.375, 46.511
22.591, 45.364, 46.377
26.121, 5.268, 45.683
46.907, 31.742, 3.611
46.227, 9.672, 3.590
40.901, 42.482, 46.220
31.454, 14.835, 3.337
49.133, 15.512, 46.183
32.404, 43.615, 46.553
1.399, 31.497, 3.503
0.321, 27.138, 45.856
28.928, 3.009, 3.771
11.582, 30.034, 4.042
37.532, 11.666, 3.818
12.697, 49.971, 3.355
31.293, 29.224, 46.482
22.011, 19.417, 46.366
32.901, 19.337, 3.579
27.071, 17.012, 45.916
8.864, 30.219, 46.302
6.923, 44.755, 3.340
13.621, 27.804, 46.709
32.394, 27.839, 3.736
36.989, 39.110, 46.005
12.622, 11.062, 3.697
20.634, 39.385, 4.075
23.201, 35.655, 4.240
32.352, 49.842, 46.421
35.342, 4.480, 46.172
21.213, 7.291, 46.571
6.779, 14.598, 3.510
11.911, 35.130, 45.245
37.164, 43.024, 3.890
10.112, 42.475, 45.809
37.031, 19.208, 4.108
29.437, 23.257, 3.367
9.323, 1.795, 35.389
24.575, 3.721, 3.847
16.678, 14.786, 46.541
20.090, 12.312, 45.263
28.235, 10.360, 44.349
5.195, 31.499, 3.971
35.775, 25.787, 8.952
42.337, 19.133, 4.316
45.567, 41.885, 44.286
7.073, 19.208, 46.377
15.309, 42.656, 4.333
28.728, 49.106, 4.615
34.129, 24.606, 34.787
39.119, 24.617, 45.237
46.291, 45.968, 43.354
35.078, 4.218, 31.746
24.662, 23.077, 3.158
27.367, 15.548, 4.457
8.467, 20.554, 38.861
31.643, 12.757, 40.312
8.546, 47.012, 6.811
37.331, 22.793, 6.042
15.288, 16.967, 11.760
36.159, 40.118, 26.127
46.612, 25.381, 3.520
14.079, 23.588, 7.759
49.438, 34.360, 6.722
48.788, 47.395, 37.478
12.411, 25.201, 14.632
15.447, 8.424, 5.561
37.412, 49.239, 6.835
19.424, 25.139, 6.628
29.932, 25.760, 21.601
16.170, 30.861, 30.283
1.961, 49.520, 43.579
35.536, 16.196, 5.394
42.361, 44.363, 7.884
42.361, 36.817, 25.275
15.288, 13.677, 15.024
33.886, 8.966, 27.477
20.861, 2.020, 3.770
9.489, 6.872, 41.125
16.854, 27.707, 44.701
11.440, 9.319, 13.920
29.266, 7.437, 27.999
33.947, 11.030, 32.231
26.262, 19.834, 8.105
32.862, 21.612, 25.385
34.993, 33.627, 44.493
12.506, 45.140, 43.223
8.757, 42.360, 12.981
30.498, 27.292, 32.049
