x, y, z
15.445, 21.706, 46.088
9.106, 35.782, 46.345
44.835, 14.250, 3.632
11.653, 41.490, 46.266
0.770, 47.225, 46.405
29.110, 20.888, 46.035
37.811, 18.243, 3.314
1.994, 26.582, 3.465
9.335, 23.747, 46.113
23.465, 2.579, 46.226
37.560, 33.546, 46.182
34.834, 22.495, 3.625
33.827, 23.774, 46.251
0.388, 18.671, 3.693
31.463, 29.893, 46.514
49.708, 39.514, 46.518
46.215, 26.531, 3.619
10.807, 47.772, 3.508
5.023, 3.347, 46.368
39.423, 1.503, 46.271
44.049, 0.114, 46.441
35.982, 16.097, 45.665
48.846, 13.693, 3.358
46.572, 16.035, 46.298
19.758, 36.933, 3.515
36.917, 49.547, 3.461
48.489, 28.506, 46.391
20.559, 20.028, 46.421
30.206, 16.367, 46.709
7.904, 5.309, 3.830
48.800, 35.315, 46.364
39.317, 39.820, 46.379
46.874, 11.211, 46.496
47.008, 45.757, 46.431
34.127, 19.729, 46.002
16.002, 13.024, 46.377
34.592, 41.334, 46.074
7.068, 40.097, 46.631
44.257, 4.408, 3.779
41.933, 46.266, 3.692
44.461, 40.565, 45.879
29.575, 14.348, 3.392
7.369, 46.001, 3.565
43.319, 17.482, 3.242
11.006, 27.647, 46.517
9.409, 31.332, 46.466
14.492, 0.274, 46.188
20.446, 5.363, 46.523
40.671, 17.366, 46.271
0.135, 37.220, 3.423
20.821, 22.850, 3.525
5.076, 46.668, 46.149
29.602, 40.433, 3.230
5.020, 33.502, 4.195
35.877, 45.342, 46.313
11.778, 7.843, 4.132
20.957, 29.356, 3.413
27.994, 42.809, 46.682
12.776, 6.578, 46.340
13.353, 28.811, 3.386
7.640, 6.699, 46.546
17.583, 45.562, 45.838
16.581, 37.792, 46.520
22.545, 14.300, 3.690
24.904, 17.953, 46.111
17.170, 25.389, 45.904
26.477, 24.138, 3.670
15.379, 41.565, 46.244
41.398, 44.431, 46.465
46.757, 0.208, 3.517
26.589, 48.338, 46.527
18.836, 41.096, 3.404
21.704, 44.128, 45.603
24.884, 9.761, 3.660
33.438, 15.714, 4.256
16.624, 11.902, 4.013
12.799, 36.573, 46.002
0.786, 4.729, 3.924
8.226, 21.735, 4.091
4.033, 36.462, 46.611
30.263, 9.833, 3.944
11.660, 27.079, 20.912
42.867, 23.309, 4.283
27.531, 10.356, 44.690
42.321, 49.186, 42.195
15.458, 45.403, 4.198
10.233, 46.352, 46.616
11.848, 10.154, 20.055
14.200, 15.675, 12.146
3.653, 22.623, 46.321
22.127, 39.353, 45.772
10.522, 16.230, 3.539
48.204, 9.253, 7.109
33.170, 43.880, 3.880
30.369, 6.353, 45.484
12.058, 25.753, 6.674
32.315, 35.354, 6.413
36.134, 30.642, 4.366
23.930, 27.017, 45.620
4.436, 10.291, 6.231
19.830, 48.184, 20.453
37.435, 23.153, 13.660
5.233, 14.172, 18.158
30.800, 49.777, 3.944
13.092, 18.004, 46.435
23.382, 35.416, 15.444
20.749, 30.662, 44.796
20.138, 42.379, 26.782
23.739, 11.675, 45.155
10.644, 35.385, 8.895
34.948, 3.594, 43.589
15.464, 16.154, 17.639
14.254, 21.348, 11.276
1.716, 38.407, 41.542
5.463, 16.075, 41.126
23.786, 45.660, 10.865
6.838, 20.178, 20.941
34.698, 19.960, 42.230
23.632, 31.596, 31.322
48.238, 30.945, 5.265
33.281, 43.876, 33.775
18.445, 34.259, 45.382
24.634, 24.850, 19.828
6.873, 27.746, 43.232
36.811, 10.046, 46.719
6.782, 49.740, 5.542
9.661, 12.896, 24.468
35.901, 49.824, 44.756
9.141, 1.364, 19.192
44.933, 44.722, 5.212
21.377, 39.278, 7.181
13.002, 25.100, 15.075
40.795, 34.952, 14.600
34.325, 37.323, 13.723
14.510, 38.038, 30.920
13.949, 29.178, 46.326
9.688, 40.771, 26.024
25.228, 18.574, 12.532
