x, y, z
39.735, 22.862, 35.880
13.955, 34.536, 36.443
9.571, 37.834, 35.680
10.875, 17.447, 36.772
27.362, 35.782, 36.607
36.547, 7.439, 3.632
12.506, 27.106, 36.746
16.081, 12.551, 35.658
33.323, 27.339, 3.506
32.408, 29.814, 36.044
16.034, 30.993, 36.114
5.683, 5.905, 36.711
26.443, 16.209, 36.345
3.911, 9.181, 4.314
13.027, 9.863, 36.677
1.497, 2.175, 36.043
3.044, 21.269, 3.391
2.309, 0.194, 3.622
21.715, 15.417, 36.428
18.009, 21.631, 36.576
35.403, 21.342, 3.422
5.327, 1.697, 36.602
23.899, 39.281, 4.005
31.727, 2.053, 3.458
7.522, 39.771, 3.436
4.375, 33.856, 36.435
21.928, 16.020, 3.585
14.557, 15.901, 3.413
10.032, 33.487, 36.238
25.915, 28.549, 35.794
14.242, 22.102, 36.278
29.983, 30.587, 4.190
38.272, 6.251, 36.619
36.138, 15.720, 35.550
0.197, 8.779, 3.584
29.667, 22.918, 3.498
27.526, 18.549, 3.331
17.637, 6.615, 4.134
11.651, 28.486, 3.865
30.845, 14.588, 36.207
39.406, 20.008, 3.795
32.613, 6.418, 3.612
21.211, 36.830, 3.756
11.386, 30.276, 34.017
1.056, 29.624, 3.890
28.466, 34.127, 3.673
14.484, 20.760, 32.262
20.246, 31.766, 3.315
21.428, 39.873, 36.572
20.671, 2.575, 4.847
33.437, 6.206, 36.272
33.949, 39.397, 3.846
11.370, 1.108, 3.926
34.845, 22.406, 36.580
5.547, 35.223, 3.288
10.500, 32.599, 5.200
5.689, 17.364, 3.895
4.278, 12.052, 34.608
34.279, 19.422, 8.899
21.869, 6.442, 3.097
25.682, 9.635, 4.169
16.354, 28.921, 3.640
32.484, 30.263, 17.040
20.155, 4.904, 18.483
19.000, 14.503, 22.834
3.507, 35.761, 31.007
18.007, 18.171, 4.777
4.443, 21.096, 25.879
26.567, 6.307, 29.647
19.123, 8.757, 8.836
26.330, 38.093, 33.446
2.778, 26.267, 35.866
4.948, 3.138, 27.578
34.264, 19.436, 12.827
26.172, 28.057, 4.287
30.226, 0.594, 11.472
8.503, 3.481, 31.811
24.626, 8.731, 19.710
32.380, 34.298, 4.032
9.189, 17.460, 7.282
19.773, 24.880, 5.982
1.224, 8.199, 34.473
9.552, 2.137, 8.708
16.139, 18.320, 21.628
20.979, 29.760, 32.318
22.444, 1.374, 33.270
19.814, 1.179, 10.091
2.631, 8.029, 8.591
24.332, 23.645, 35.230
6.886, 22.467, 29.765
28.193, 14.599, 4.554
29.356, 20.779, 29.012
12.004, 39.542, 18.750
3.599, 27.114, 7.198
8.085, 25.544, 6.565
30.886, 23.404, 17.199
10.705, 31.038, 10.853
37.125, 25.085, 36.009
33.845, 7.122, 14.652
31.638, 36.266, 8.231
34.088, 14.770, 7.544
