x, y, z
34.470, 29.211, 36.378
38.727, 20.530, 36.521
32.724, 26.337, 3.405
29.008, 26.726, 4.458
3.452, 15.365, 3.465
20.211, 37.068, 3.433
13.992, 10.602, 36.372
10.686, 39.889, 35.905
11.099, 10.252, 3.441
1.437, 24.707, 36.518
13.020, 22.754, 3.282
5.944, 13.467, 36.409
13.400, 0.456, 3.859
19.464, 36.601, 36.763
5.502, 23.060, 36.086
35.245, 5.239, 36.093
26.217, 18.747, 36.409
4.203, 33.454, 36.075
29.819, 39.280, 3.429
27.180, 8.666, 3.625
5.797, 37.277, 3.700
21.792, 13.108, 3.509
13.791, 6.624, 3.789
4.032, 30.654, 4.085
32.367, 2.418, 36.278
17.070, 14.767, 3.330
34.459, 34.952, 35.017
27.356, 3.599, 4.833
16.895, 35.821, 4.151
1.372, 8.883, 6.544
33.142, 32.606, 24.227
5.503, 7.742, 27.475
39.090, 12.273, 16.981
7.872, 36.707, 18.002
8.829, 38.907, 32.266
35.603, 14.471, 33.210
25.946, 31.464, 5.993
25.966, 20.039, 14.508
32.218, 12.008, 5.188
7.909, 2.804, 31.369
25.940, 24.305, 28.239
16.081, 21.410, 4.434
