x, y, z
36.988, 16.472, 3.427
31.389, 10.559, 36.162
0.055, 24.425, 3.720
33.480, 28.766, 3.331
26.474, 34.523, 36.607
37.252, 36.163, 4.093
29.334, 14.132, 36.089
24.128, 20.468, 36.601
5.125, 3.281, 36.171
7.145, 36.370, 3.639
7.354, 29.475, 36.673
35.629, 16.588, 36.259
13.719, 7.062, 3.589
28.834, 31.403, 6.726
19.466, 37.287, 4.178
15.817, 28.761, 31.972
29.645, 36.529, 3.619
26.952, 3.420, 35.555
7.083, 3.975, 4.634
4.773, 11.725, 12.667
4.015, 10.461, 35.989
39.671, 18.810, 19.354
13.056, 21.052, 4.404
14.194, 14.567, 25.615
6.414, 27.179, 5.041
24.893, 4.531, 25.542
6.248, 8.210, 16.992
15.016, 35.577, 17.660
21.823, 22.339, 5.342
12.538, 35.446, 33.397
